content,trigger_class,block,question_type,workerid,slide_number_in_experiment,prior_fact,rt,Answer.time_in_minutes,trigger,prior,response,short_trigger
ballet,MC,block1,prior,132,18,Ballet is a type of dance,8304,8.121066666666668,MC,,0.5,MC
emma,C,block1,prior,132,19,Emma is in law school,6450,8.121066666666668,announce,high_prior,0.49,announce
emily,C,block1,prior,132,20,Emily never has any money,3846,8.121066666666668,know,low_prior,0.27,know
danny,C,block1,prior,132,21,Danny loves cake,3254,8.121066666666668,establish,high_prior,0.84,establish
kids,MC,block1,prior,132,22,Many children like ice cream,9437,8.121066666666668,MC,,0.48,MC
tony,C,block1,prior,132,23,Tony really likes to party with his friends,4115,8.121066666666668,suggest,high_prior,0.73,suggest
julian,C,block1,prior,132,24,Julian is Cuban,5344,8.121066666666668,demonstrate,high_prior,0.65,demonstrate
hat,MC,block1,prior,132,25,Hats are worn on the head,3865,8.121066666666668,MC,,0.45,MC
pizza,MC,block1,prior,132,26,Pizza is sold at the pizzeria,4054,8.121066666666668,MC,,0.53,MC
mary,C,block1,prior,132,27,Mary is a middle school student,6661,8.121066666666668,reveal,low_prior,0.15,reveal
isabella,C,block1,prior,132,28,Isabella is a vegetarian,15203,8.121066666666668,admit,low_prior,0.14,admit
garage,MC,block1,prior,132,29,Garages are used to store cars and other things,7268,8.121066666666668,MC,,0.49,MC
frank,C,block1,prior,132,30,Frank has always wanted a pet,4486,8.121066666666668,pretend,high_prior,0.67,pretend
muffins,MC,block2,projective,132,32,Muffins are sold at the bakery,7631,8.121066666666668,MC,,0.06,MC
ballet,MC,block2,projective,132,33,Ballet is a type of dance,9673,8.121066666666668,MC,,0.05,MC
sophia,C,block2,projective,132,34,Sophia is a high end fashion model,7895,8.121066666666668,discover,low_prior,0.07,discover
charley,C,block2,projective,132,35,Charley lives in Mexico,13346,8.121066666666668,acknowledge,high_prior,0.9,acknowledge
olivia,C,block2,projective,132,36,Olivia works the third shift,7777,8.121066666666668,be_right,high_prior,0.27,be_right
emma,C,block2,projective,132,37,Emma is in law school,11958,8.121066666666668,announce,high_prior,0.53,announce
frank,C,block2,projective,132,38,Frank has always wanted a pet,11875,8.121066666666668,pretend,high_prior,0.27,pretend
jackson,C,block2,projective,132,39,Jackson is obese,9160,8.121066666666668,hear,low_prior,0.94,hear
julian,C,block2,projective,132,40,Julian is Cuban,16686,8.121066666666668,demonstrate,high_prior,0.89,demonstrate
grace,C,block2,projective,132,41,Grace hates her sister,10356,8.121066666666668,inform,low_prior,0.92,inform
zoe,C,block2,projective,132,42,Zoe is a math major,8127,8.121066666666668,be_annoyed,high_prior,0.97,be_annoyed
garage,MC,block2,projective,132,43,Garages are used to store cars and other things,25648,8.121066666666668,MC,,0.94,MC
emily,C,block2,projective,132,44,Emily never has any money,11715,8.121066666666668,know,low_prior,0.87,know
owen,C,block2,projective,132,45,Owen lives in Chicago,5122,8.121066666666668,see,high_prior,0.95,see
josie,C,block2,projective,132,46,Josie doesn't have a passport,14711,8.121066666666668,say,low_prior,0.11,say
danny,C,block2,projective,132,47,Danny loves cake,5982,8.121066666666668,establish,high_prior,0.29,establish
josh,C,block2,projective,132,48,Josh is a 75-year old man,18740,8.121066666666668,think,low_prior,0.11,think
hat,MC,block2,projective,132,49,Hats are worn on the head,7537,8.121066666666668,MC,,0.08,MC
mia,C,block2,projective,132,50,Mia is a nun,4372,8.121066666666668,confess,low_prior,0.06,confess
isabella,C,block2,projective,132,51,Isabella is a vegetarian,6075,8.121066666666668,admit,low_prior,0.66,admit
mary,C,block2,projective,132,52,Mary is a middle school student,6624,8.121066666666668,reveal,low_prior,0.11,reveal
kids,MC,block2,projective,132,53,Many children like ice cream,7609,8.121066666666668,MC,,0.09,MC
jon,C,block2,projective,132,54,Jon lives 10 miles away from work,3136,8.121066666666668,prove,low_prior,0.06,prove
tony,C,block2,projective,132,55,Tony really likes to party with his friends,5745,8.121066666666668,suggest,high_prior,0.12,suggest
jayden,C,block2,projective,132,56,Jayden's car is in the shop,3475,8.121066666666668,confirm,high_prior,0.1,confirm
pizza,MC,block2,projective,132,57,Pizza is sold at the pizzeria,6245,8.121066666666668,MC,,0.05,MC
kids,MC,block1,projective,133,5,Many children like ice cream,11595,8.062583333333333,MC,,0.03,MC
zoe,C,block1,projective,133,6,Zoe is a math major,8664,8.062583333333333,announce,high_prior,0.79,announce
isabella,C,block1,projective,133,7,Isabella is a vegetarian,12299,8.062583333333333,be_annoyed,low_prior,0.72,be_annoyed
pizza,MC,block1,projective,133,8,Pizza is sold at the pizzeria,5812,8.062583333333333,MC,,0.01,MC
owen,C,block1,projective,133,9,Owen lives in New Orleans,10184,8.062583333333333,discover,low_prior,0.73,discover
grace,C,block1,projective,133,10,Grace hates her sister,8503,8.062583333333333,be_right,low_prior,0.1,be_right
emily,C,block1,projective,133,11,Emily never has any money,13064,8.062583333333333,acknowledge,low_prior,0.64,acknowledge
jackson,C,block1,projective,133,12,Jackson is training for a marathon,8743,8.062583333333333,reveal,high_prior,0.59,reveal
frank,C,block1,projective,133,13,Frank is allergic to cats,8576,8.062583333333333,hear,low_prior,0.38,hear
olivia,C,block1,projective,133,14,Olivia has two small children,9988,8.062583333333333,demonstrate,low_prior,0.21,demonstrate
sophia,C,block1,projective,133,15,Sophia is a hipster,9107,8.062583333333333,say,high_prior,0.4,say
tony,C,block1,projective,133,16,Tony really likes to party with his friends,10304,8.062583333333333,establish,high_prior,0.61,establish
danny,C,block1,projective,133,17,Danny loves cake,7051,8.062583333333333,know,high_prior,0.92,know
garage,MC,block1,projective,133,18,Garages are used to store cars and other things,10988,8.062583333333333,MC,,0.04,MC
mary,C,block1,projective,133,19,Mary is a middle school student,7872,8.062583333333333,suggest,low_prior,0,suggest
josh,C,block1,projective,133,20,Josh is a 5-year old boy,7676,8.062583333333333,confess,high_prior,0.73,confess
mia,C,block1,projective,133,21,Mia is a nun,8800,8.062583333333333,admit,low_prior,0.75,admit
josie,C,block1,projective,133,22,Josie loves France,8203,8.062583333333333,see,high_prior,1,see
ballet,MC,block1,projective,133,23,Ballet is a type of dance,6887,8.062583333333333,MC,,0,MC
julian,C,block1,projective,133,24,Julian is German,8596,8.062583333333333,confirm,low_prior,0.64,confirm
charley,C,block1,projective,133,25,Charley lives in Mexico,7355,8.062583333333333,pretend,high_prior,0.1,pretend
jon,C,block1,projective,133,26,Jon lives 2 blocks away from work,6624,8.062583333333333,think,high_prior,0.31,think
jayden,C,block1,projective,133,27,Jayden doesn't have a driver's license,7944,8.062583333333333,prove,low_prior,0,prove
hat,MC,block1,projective,133,28,Hats are worn on the head,6800,8.062583333333333,MC,,0.07,MC
muffins,MC,block1,projective,133,29,Muffins are sold at the bakery,7604,8.062583333333333,MC,,0.39,MC
emma,C,block1,projective,133,30,Emma is in law school,10188,8.062583333333333,inform,high_prior,1,inform
charley,C,block2,prior,133,32,Charley lives in Mexico,4599,8.062583333333333,pretend,high_prior,0.75,pretend
olivia,C,block2,prior,133,33,Olivia has two small children,4312,8.062583333333333,demonstrate,low_prior,0.11,demonstrate
garage,MC,block2,prior,133,34,Garages are used to store cars and other things,6192,8.062583333333333,MC,,0.49,MC
tony,C,block2,prior,133,35,Tony really likes to party with his friends,6292,8.062583333333333,establish,high_prior,0.85,establish
jayden,C,block2,prior,133,36,Jayden doesn't have a driver's license,5808,8.062583333333333,prove,low_prior,0,prove
isabella,C,block2,prior,133,37,Isabella is a vegetarian,4399,8.062583333333333,be_annoyed,low_prior,0.07,be_annoyed
mary,C,block2,prior,133,38,Mary is a middle school student,5577,8.062583333333333,suggest,low_prior,0.05,suggest
sophia,C,block2,prior,133,39,Sophia is a hipster,3984,8.062583333333333,say,high_prior,0.56,say
emily,C,block2,prior,133,40,Emily never has any money,4308,8.062583333333333,acknowledge,low_prior,0.12,acknowledge
kids,MC,block2,prior,133,41,Many children like ice cream,4535,8.062583333333333,MC,,0.5,MC
josie,C,block2,prior,133,42,Josie loves France,5403,8.062583333333333,see,high_prior,0.75,see
jon,C,block2,prior,133,43,Jon lives 2 blocks away from work,3597,8.062583333333333,think,high_prior,0.2,think
mia,C,block2,prior,133,44,Mia is a nun,8676,8.062583333333333,admit,low_prior,0.14,admit
owen,C,block2,prior,133,45,Owen lives in New Orleans,4640,8.062583333333333,discover,low_prior,0.27,discover
julian,C,block2,prior,133,46,Julian is German,4144,8.062583333333333,confirm,low_prior,0.5,confirm
danny,C,block2,prior,133,47,Danny loves cake,3748,8.062583333333333,know,high_prior,0.71,know
grace,C,block2,prior,133,48,Grace hates her sister,4704,8.062583333333333,be_right,low_prior,0.24,be_right
hat,MC,block2,prior,133,49,Hats are worn on the head,4976,8.062583333333333,MC,,0.52,MC
emma,C,block2,prior,133,50,Emma is in law school,4744,8.062583333333333,inform,high_prior,0.84,inform
josh,C,block2,prior,133,51,Josh is a 5-year old boy,4084,8.062583333333333,confess,high_prior,0.69,confess
jackson,C,block2,prior,133,52,Jackson is training for a marathon,4836,8.062583333333333,reveal,high_prior,0.86,reveal
muffins,MC,block2,prior,133,53,Muffins are sold at the bakery,5871,8.062583333333333,MC,,0.51,MC
zoe,C,block2,prior,133,54,Zoe is a math major,5297,8.062583333333333,announce,high_prior,0.79,announce
ballet,MC,block2,prior,133,55,Ballet is a type of dance,5256,8.062583333333333,MC,,0.5,MC
pizza,MC,block2,prior,133,56,Pizza is sold at the pizzeria,5328,8.062583333333333,MC,,0.47,MC
frank,C,block2,prior,133,57,Frank is allergic to cats,3776,8.062583333333333,hear,low_prior,0.32,hear
kids,MC,block1,prior,134,5,Many children like ice cream,21899,19.28225,MC,,0.49,MC
sophia,C,block1,prior,134,6,Sophia is a high end fashion model,9059,19.28225,confirm,low_prior,0.49,confirm
charley,C,block1,prior,134,7,Charley lives in Korea,13816,19.28225,announce,low_prior,0.5,announce
muffins,MC,block1,prior,134,8,Muffins are sold at the bakery,13972,19.28225,MC,,0.72,MC
josie,C,block1,prior,134,9,Josie doesn't have a passport,11505,19.28225,admit,low_prior,0.5,admit
isabella,C,block1,prior,134,10,Isabella is from Argentina,14892,19.28225,say,high_prior,0.5,say
mia,C,block1,prior,134,11,Mia is a nun,11739,19.28225,pretend,low_prior,0.19,pretend
emily,C,block1,prior,134,12,Emily has been saving for a year,10516,19.28225,think,high_prior,0.5,think
jackson,C,block1,prior,134,13,Jackson is training for a marathon,11058,19.28225,see,high_prior,0.8,see
ballet,MC,block1,prior,134,14,Ballet is a type of dance,7897,19.28225,MC,,0.5,MC
julian,C,block1,prior,134,15,Julian is Cuban,10990,19.28225,be_right,high_prior,0.77,be_right
hat,MC,block1,prior,134,16,Hats are worn on the head,9038,19.28225,MC,,0.5,MC
josh,C,block1,prior,134,17,Josh is a 75-year old man,12934,19.28225,reveal,low_prior,0.35,reveal
zoe,C,block1,prior,134,18,Zoe is 5 years old,13123,19.28225,prove,low_prior,0.12,prove
olivia,C,block1,prior,134,19,Olivia works the third shift,11252,19.28225,discover,high_prior,0.8,discover
danny,C,block1,prior,134,20,Danny loves cake,10248,19.28225,hear,high_prior,0.7,hear
mary,C,block1,prior,134,21,Mary is taking a prenatal yoga class,11842,19.28225,acknowledge,high_prior,0.84,acknowledge
emma,C,block1,prior,134,22,Emma is in first grade,10433,19.28225,confess,low_prior,0.42,confess
pizza,MC,block1,prior,134,23,Pizza is sold at the pizzeria,13974,19.28225,MC,,0.63,MC
grace,C,block1,prior,134,24,Grace hates her sister,11457,19.28225,know,low_prior,0.24,know
garage,MC,block1,prior,134,25,Garages are used to store cars and other things,11259,19.28225,MC,,0.5,MC
tony,C,block1,prior,134,26,Tony really likes to party with his friends,11360,19.28225,be_annoyed,high_prior,0.62,be_annoyed
frank,C,block1,prior,134,27,Frank is allergic to cats,6815,19.28225,inform,low_prior,0.11,inform
jon,C,block1,prior,134,28,Jon lives 2 blocks away from work,7957,19.28225,suggest,high_prior,0.8,suggest
jayden,C,block1,prior,134,29,Jayden doesn't have a driver's license,12112,19.28225,establish,low_prior,0.06,establish
owen,C,block1,prior,134,30,Owen lives in Chicago,9195,19.28225,demonstrate,high_prior,0.66,demonstrate
pizza,MC,block2,projective,134,32,Pizza is sold at the pizzeria,32608,19.28225,MC,,0.11,MC
zoe,C,block2,projective,134,33,Zoe is 5 years old,28238,19.28225,prove,low_prior,0.66,prove
mary,C,block2,projective,134,34,Mary is taking a prenatal yoga class,30692,19.28225,acknowledge,high_prior,0.88,acknowledge
ballet,MC,block2,projective,134,35,Ballet is a type of dance,27137,19.28225,MC,,0.03,MC
jon,C,block2,projective,134,36,Jon lives 2 blocks away from work,34208,19.28225,suggest,high_prior,0.12,suggest
emily,C,block2,projective,134,37,Emily has been saving for a year,20421,19.28225,think,high_prior,0.05,think
jackson,C,block2,projective,134,38,Jackson is training for a marathon,19900,19.28225,see,high_prior,0.98,see
frank,C,block2,projective,134,39,Frank is allergic to cats,37317,19.28225,inform,low_prior,0.4,inform
tony,C,block2,projective,134,40,Tony really likes to party with his friends,20511,19.28225,be_annoyed,high_prior,0.77,be_annoyed
emma,C,block2,projective,134,41,Emma is in first grade,35642,19.28225,confess,low_prior,0.69,confess
jayden,C,block2,projective,134,42,Jayden doesn't have a driver's license,20456,19.28225,establish,low_prior,0.08,establish
hat,MC,block2,projective,134,43,Hats are worn on the head,26112,19.28225,MC,,0.12,MC
garage,MC,block2,projective,134,44,Garages are used to store cars and other things,17793,19.28225,MC,,0.11,MC
danny,C,block2,projective,134,45,Danny loves cake,32786,19.28225,hear,high_prior,0.56,hear
sophia,C,block2,projective,134,46,Sophia is a high end fashion model,16846,19.28225,confirm,low_prior,0.08,confirm
grace,C,block2,projective,134,47,Grace hates her sister,16364,19.28225,know,low_prior,0.1,know
mia,C,block2,projective,134,48,Mia is a nun,19629,19.28225,pretend,low_prior,0.11,pretend
josie,C,block2,projective,134,49,Josie doesn't have a passport,24134,19.28225,admit,low_prior,0.08,admit
muffins,MC,block2,projective,134,50,Muffins are sold at the bakery,12172,19.28225,MC,,0.11,MC
julian,C,block2,projective,134,51,Julian is Cuban,15375,19.28225,be_right,high_prior,0.15,be_right
olivia,C,block2,projective,134,52,Olivia works the third shift,21834,19.28225,discover,high_prior,0.58,discover
josh,C,block2,projective,134,53,Josh is a 75-year old man,25950,19.28225,reveal,low_prior,0.34,reveal
owen,C,block2,projective,134,54,Owen lives in Chicago,23169,19.28225,demonstrate,high_prior,0.35,demonstrate
isabella,C,block2,projective,134,55,Isabella is from Argentina,14155,19.28225,say,high_prior,0.11,say
charley,C,block2,projective,134,56,Charley lives in Korea,15387,19.28225,announce,low_prior,0.12,announce
kids,MC,block2,projective,134,57,Many children like ice cream,12431,19.28225,MC,,0.01,MC
owen,C,block1,prior,135,5,Owen lives in Chicago,3580,6.629333333333333,see,high_prior,0.81,see
jackson,C,block1,prior,135,6,Jackson is training for a marathon,4330,6.629333333333333,be_annoyed,high_prior,0.95,be_annoyed
tony,C,block1,prior,135,7,Tony really likes to party with his friends,4464,6.629333333333333,suggest,high_prior,0.85,suggest
zoe,C,block1,prior,135,8,Zoe is a math major,5654,6.629333333333333,confess,high_prior,0.95,confess
frank,C,block1,prior,135,9,Frank is allergic to cats,4856,6.629333333333333,establish,low_prior,0.02,establish
grace,C,block1,prior,135,10,Grace hates her sister,4792,6.629333333333333,discover,low_prior,0.04,discover
pizza,MC,block1,prior,135,11,Pizza is sold at the pizzeria,5864,6.629333333333333,MC,,0.5,MC
josh,C,block1,prior,135,12,Josh is a 5-year old boy,5656,6.629333333333333,admit,high_prior,0.51,admit
kids,MC,block1,prior,135,13,Many children like ice cream,9784,6.629333333333333,MC,,0.48,MC
isabella,C,block1,prior,135,14,Isabella is a vegetarian,3315,6.629333333333333,announce,low_prior,0.01,announce
garage,MC,block1,prior,135,15,Garages are used to store cars and other things,7765,6.629333333333333,MC,,0.51,MC
hat,MC,block1,prior,135,16,Hats are worn on the head,4104,6.629333333333333,MC,,0.49,MC
emily,C,block1,prior,135,17,Emily has been saving for a year,13553,6.629333333333333,reveal,high_prior,0.5,reveal
mary,C,block1,prior,135,18,Mary is taking a prenatal yoga class,10655,6.629333333333333,confirm,high_prior,0.98,confirm
josie,C,block1,prior,135,19,Josie doesn't have a passport,4745,6.629333333333333,pretend,low_prior,0.01,pretend
mia,C,block1,prior,135,20,Mia is a nun,4016,6.629333333333333,acknowledge,low_prior,0.02,acknowledge
jon,C,block1,prior,135,21,Jon lives 2 blocks away from work,8519,6.629333333333333,demonstrate,high_prior,0.7,demonstrate
jayden,C,block1,prior,135,22,Jayden doesn't have a driver's license,3552,6.629333333333333,inform,low_prior,0.02,inform
sophia,C,block1,prior,135,23,Sophia is a hipster,7184,6.629333333333333,know,high_prior,0.51,know
ballet,MC,block1,prior,135,24,Ballet is a type of dance,4896,6.629333333333333,MC,,0.49,MC
danny,C,block1,prior,135,25,Danny loves cake,3983,6.629333333333333,think,high_prior,0.66,think
charley,C,block1,prior,135,26,Charley lives in Korea,5272,6.629333333333333,prove,low_prior,0.15,prove
olivia,C,block1,prior,135,27,Olivia has two small children,3551,6.629333333333333,hear,low_prior,0.01,hear
muffins,MC,block1,prior,135,28,Muffins are sold at the bakery,3827,6.629333333333333,MC,,0.66,MC
julian,C,block1,prior,135,29,Julian is German,6068,6.629333333333333,be_right,low_prior,0.15,be_right
emma,C,block1,prior,135,30,Emma is in first grade,4720,6.629333333333333,say,low_prior,0.06,say
sophia,C,block2,projective,135,32,Sophia is a hipster,11875,6.629333333333333,know,high_prior,0.7,know
owen,C,block2,projective,135,33,Owen lives in Chicago,10620,6.629333333333333,see,high_prior,0.79,see
olivia,C,block2,projective,135,34,Olivia has two small children,7726,6.629333333333333,hear,low_prior,0.12,hear
frank,C,block2,projective,135,35,Frank is allergic to cats,35959,6.629333333333333,establish,low_prior,0.08,establish
josh,C,block2,projective,135,36,Josh is a 5-year old boy,9376,6.629333333333333,admit,high_prior,0.59,admit
charley,C,block2,projective,135,37,Charley lives in Korea,6033,6.629333333333333,prove,low_prior,0.12,prove
muffins,MC,block2,projective,135,38,Muffins are sold at the bakery,3864,6.629333333333333,MC,,0.51,MC
garage,MC,block2,projective,135,39,Garages are used to store cars and other things,5360,6.629333333333333,MC,,0.3,MC
jackson,C,block2,projective,135,40,Jackson is training for a marathon,6593,6.629333333333333,be_annoyed,high_prior,0.9,be_annoyed
mary,C,block2,projective,135,41,Mary is taking a prenatal yoga class,6869,6.629333333333333,confirm,high_prior,0.59,confirm
kids,MC,block2,projective,135,42,Many children like ice cream,5728,6.629333333333333,MC,,0.49,MC
jayden,C,block2,projective,135,43,Jayden doesn't have a driver's license,7544,6.629333333333333,inform,low_prior,0.1,inform
mia,C,block2,projective,135,44,Mia is a nun,4111,6.629333333333333,acknowledge,low_prior,0.09,acknowledge
ballet,MC,block2,projective,135,45,Ballet is a type of dance,4000,6.629333333333333,MC,,0.49,MC
tony,C,block2,projective,135,46,Tony really likes to party with his friends,5856,6.629333333333333,suggest,high_prior,0.61,suggest
isabella,C,block2,projective,135,47,Isabella is a vegetarian,7216,6.629333333333333,announce,low_prior,0.03,announce
danny,C,block2,projective,135,48,Danny loves cake,5417,6.629333333333333,think,high_prior,0.53,think
zoe,C,block2,projective,135,49,Zoe is a math major,10191,6.629333333333333,confess,high_prior,0.92,confess
emma,C,block2,projective,135,50,Emma is in first grade,4360,6.629333333333333,say,low_prior,0.09,say
pizza,MC,block2,projective,135,51,Pizza is sold at the pizzeria,4640,6.629333333333333,MC,,0.5,MC
grace,C,block2,projective,135,52,Grace hates her sister,5865,6.629333333333333,discover,low_prior,0.1,discover
hat,MC,block2,projective,135,53,Hats are worn on the head,3351,6.629333333333333,MC,,0.51,MC
emily,C,block2,projective,135,54,Emily has been saving for a year,4536,6.629333333333333,reveal,high_prior,0.5,reveal
josie,C,block2,projective,135,55,Josie doesn't have a passport,8592,6.629333333333333,pretend,low_prior,0,pretend
julian,C,block2,projective,135,56,Julian is German,4208,6.629333333333333,be_right,low_prior,0.21,be_right
jon,C,block2,projective,135,57,Jon lives 2 blocks away from work,6112,6.629333333333333,demonstrate,high_prior,0.71,demonstrate
mia,C,block1,prior,136,5,Mia is a nun,4295,5.138116666666667,suggest,low_prior,0.04,suggest
jon,C,block1,prior,136,6,Jon lives 2 blocks away from work,3880,5.138116666666667,say,high_prior,0.75,say
tony,C,block1,prior,136,7,Tony has been sober for 20 years,4952,5.138116666666667,announce,low_prior,0.07,announce
isabella,C,block1,prior,136,8,Isabella is from Argentina,5224,5.138116666666667,hear,high_prior,0.62,hear
muffins,MC,block1,prior,136,9,Muffins are sold at the bakery,4400,5.138116666666667,MC,,0.59,MC
zoe,C,block1,prior,136,10,Zoe is 5 years old,3576,5.138116666666667,admit,low_prior,0.15,admit
sophia,C,block1,prior,136,11,Sophia is a hipster,3263,5.138116666666667,be_annoyed,high_prior,0.49,be_annoyed
emma,C,block1,prior,136,12,Emma is in first grade,4920,5.138116666666667,discover,low_prior,0.17,discover
hat,MC,block1,prior,136,13,Hats are worn on the head,4840,5.138116666666667,MC,,0.24,MC
kids,MC,block1,prior,136,14,Many children like ice cream,5384,5.138116666666667,MC,,0.48,MC
josh,C,block1,prior,136,15,Josh is a 75-year old man,5520,5.138116666666667,establish,low_prior,0.15,establish
grace,C,block1,prior,136,16,Grace loves her sister,3352,5.138116666666667,be_right,high_prior,0.48,be_right
josie,C,block1,prior,136,17,Josie loves France,5944,5.138116666666667,reveal,high_prior,0.47,reveal
frank,C,block1,prior,136,18,Frank has always wanted a pet,10576,5.138116666666667,know,high_prior,0.49,know
jayden,C,block1,prior,136,19,Jayden doesn't have a driver's license,4224,5.138116666666667,demonstrate,low_prior,0.02,demonstrate
charley,C,block1,prior,136,20,Charley lives in Mexico,4128,5.138116666666667,confess,high_prior,0.72,confess
julian,C,block1,prior,136,21,Julian is Cuban,4632,5.138116666666667,inform,high_prior,0.56,inform
pizza,MC,block1,prior,136,22,Pizza is sold at the pizzeria,3360,5.138116666666667,MC,,0.49,MC
jackson,C,block1,prior,136,23,Jackson is training for a marathon,3599,5.138116666666667,think,high_prior,0.77,think
owen,C,block1,prior,136,24,Owen lives in Chicago,3912,5.138116666666667,acknowledge,high_prior,0.73,acknowledge
mary,C,block1,prior,136,25,Mary is a middle school student,4271,5.138116666666667,see,low_prior,0.08,see
olivia,C,block1,prior,136,26,Olivia has two small children,3600,5.138116666666667,confirm,low_prior,0.06,confirm
ballet,MC,block1,prior,136,27,Ballet is a type of dance,4272,5.138116666666667,MC,,0.23,MC
garage,MC,block1,prior,136,28,Garages are used to store cars and other things,5552,5.138116666666667,MC,,0.17,MC
danny,C,block1,prior,136,29,Danny is a diabetic,3528,5.138116666666667,prove,low_prior,0.16,prove
emily,C,block1,prior,136,30,Emily never has any money,3664,5.138116666666667,pretend,low_prior,0.1,pretend
olivia,C,block2,projective,136,32,Olivia has two small children,7903,5.138116666666667,confirm,low_prior,0.1,confirm
grace,C,block2,projective,136,33,Grace loves her sister,7816,5.138116666666667,be_right,high_prior,0.52,be_right
pizza,MC,block2,projective,136,34,Pizza is sold at the pizzeria,5552,5.138116666666667,MC,,0.22,MC
charley,C,block2,projective,136,35,Charley lives in Mexico,5336,5.138116666666667,confess,high_prior,0.47,confess
owen,C,block2,projective,136,36,Owen lives in Chicago,6040,5.138116666666667,acknowledge,high_prior,0.87,acknowledge
garage,MC,block2,projective,136,37,Garages are used to store cars and other things,4808,5.138116666666667,MC,,0.47,MC
frank,C,block2,projective,136,38,Frank has always wanted a pet,4184,5.138116666666667,know,high_prior,0.82,know
jackson,C,block2,projective,136,39,Jackson is training for a marathon,5152,5.138116666666667,think,high_prior,0.5,think
kids,MC,block2,projective,136,40,Many children like ice cream,7160,5.138116666666667,MC,,0.25,MC
hat,MC,block2,projective,136,41,Hats are worn on the head,3576,5.138116666666667,MC,,0.22,MC
sophia,C,block2,projective,136,42,Sophia is a hipster,4119,5.138116666666667,be_annoyed,high_prior,0.88,be_annoyed
jayden,C,block2,projective,136,43,Jayden doesn't have a driver's license,8864,5.138116666666667,demonstrate,low_prior,0.13,demonstrate
jon,C,block2,projective,136,44,Jon lives 2 blocks away from work,6120,5.138116666666667,say,high_prior,0.45,say
danny,C,block2,projective,136,45,Danny is a diabetic,5776,5.138116666666667,prove,low_prior,0.18,prove
emily,C,block2,projective,136,46,Emily never has any money,4528,5.138116666666667,pretend,low_prior,0.02,pretend
muffins,MC,block2,projective,136,47,Muffins are sold at the bakery,5888,5.138116666666667,MC,,0.19,MC
ballet,MC,block2,projective,136,48,Ballet is a type of dance,5040,5.138116666666667,MC,,0.1,MC
julian,C,block2,projective,136,49,Julian is Cuban,5992,5.138116666666667,inform,high_prior,0.9,inform
mary,C,block2,projective,136,50,Mary is a middle school student,4920,5.138116666666667,see,low_prior,0.84,see
zoe,C,block2,projective,136,51,Zoe is 5 years old,4791,5.138116666666667,admit,low_prior,0.68,admit
josie,C,block2,projective,136,52,Josie loves France,5008,5.138116666666667,reveal,high_prior,0.75,reveal
josh,C,block2,projective,136,53,Josh is a 75-year old man,4112,5.138116666666667,establish,low_prior,0.17,establish
emma,C,block2,projective,136,54,Emma is in first grade,5728,5.138116666666667,discover,low_prior,0.37,discover
tony,C,block2,projective,136,55,Tony has been sober for 20 years,3920,5.138116666666667,announce,low_prior,0.53,announce
isabella,C,block2,projective,136,56,Isabella is from Argentina,7887,5.138116666666667,hear,high_prior,0.28,hear
mia,C,block2,projective,136,57,Mia is a nun,6409,5.138116666666667,suggest,low_prior,0.15,suggest
muffins,MC,block1,prior,137,5,Muffins are sold at the bakery,12828,7.622866666666667,MC,,0.55,MC
danny,C,block1,prior,137,6,Danny loves cake,8643,7.622866666666667,prove,high_prior,0.47,prove
frank,C,block1,prior,137,7,Frank has always wanted a pet,5113,7.622866666666667,acknowledge,high_prior,0.45,acknowledge
sophia,C,block1,prior,137,8,Sophia is a hipster,7012,7.622866666666667,pretend,high_prior,0.32,pretend
isabella,C,block1,prior,137,9,Isabella is from Argentina,4721,7.622866666666667,confirm,high_prior,0.49,confirm
emily,C,block1,prior,137,10,Emily never has any money,6179,7.622866666666667,establish,low_prior,0.14,establish
jackson,C,block1,prior,137,11,Jackson is training for a marathon,4990,7.622866666666667,discover,high_prior,0.8,discover
josie,C,block1,prior,137,12,Josie loves France,5507,7.622866666666667,hear,high_prior,0.59,hear
jon,C,block1,prior,137,13,Jon lives 10 miles away from work,4635,7.622866666666667,admit,low_prior,0.08,admit
jayden,C,block1,prior,137,14,Jayden doesn't have a driver's license,4873,7.622866666666667,see,low_prior,0.03,see
julian,C,block1,prior,137,15,Julian is Cuban,5770,7.622866666666667,inform,high_prior,0.49,inform
hat,MC,block1,prior,137,16,Hats are worn on the head,6234,7.622866666666667,MC,,0.42,MC
mia,C,block1,prior,137,17,Mia is a college student,7129,7.622866666666667,know,high_prior,0.52,know
pizza,MC,block1,prior,137,18,Pizza is sold at the pizzeria,5692,7.622866666666667,MC,,0.55,MC
charley,C,block1,prior,137,19,Charley lives in Korea,5376,7.622866666666667,confess,low_prior,0.18,confess
zoe,C,block1,prior,137,20,Zoe is 5 years old,7469,7.622866666666667,say,low_prior,0.02,say
ballet,MC,block1,prior,137,21,Ballet is a type of dance,6009,7.622866666666667,MC,,0.5,MC
mary,C,block1,prior,137,22,Mary is taking a prenatal yoga class,9863,7.622866666666667,announce,high_prior,0.99,announce
owen,C,block1,prior,137,23,Owen lives in Chicago,4997,7.622866666666667,be_right,high_prior,0.83,be_right
garage,MC,block1,prior,137,24,Garages are used to store cars and other things,5282,7.622866666666667,MC,,0.49,MC
grace,C,block1,prior,137,25,Grace hates her sister,4347,7.622866666666667,be_annoyed,low_prior,0.37,be_annoyed
emma,C,block1,prior,137,26,Emma is in first grade,8951,7.622866666666667,think,low_prior,0.26,think
