content,trigger_class,block,question_type,workerid,slide_number_in_experiment,prior_fact,rt,Answer.time_in_minutes,trigger,prior,response,short_trigger
kids,MC,block1,prior,137,27,Many children like ice cream,7221,7.622866666666667,MC,,0.5,MC
josh,C,block1,prior,137,28,Josh is a 75-year old man,7213,7.622866666666667,reveal,low_prior,0.17,reveal
tony,C,block1,prior,137,29,Tony has been sober for 20 years,3908,7.622866666666667,suggest,low_prior,0.36,suggest
olivia,C,block1,prior,137,30,Olivia has two small children,4757,7.622866666666667,demonstrate,low_prior,0.08,demonstrate
grace,C,block2,projective,137,32,Grace hates her sister,17552,7.622866666666667,be_annoyed,low_prior,0.99,be_annoyed
emma,C,block2,projective,137,33,Emma is in first grade,14116,7.622866666666667,think,low_prior,0.09,think
danny,C,block2,projective,137,34,Danny loves cake,9367,7.622866666666667,prove,high_prior,0.11,prove
josie,C,block2,projective,137,35,Josie loves France,7985,7.622866666666667,hear,high_prior,0.93,hear
mary,C,block2,projective,137,36,Mary is taking a prenatal yoga class,8580,7.622866666666667,announce,high_prior,0.91,announce
isabella,C,block2,projective,137,37,Isabella is from Argentina,9491,7.622866666666667,confirm,high_prior,0.16,confirm
owen,C,block2,projective,137,38,Owen lives in Chicago,9551,7.622866666666667,be_right,high_prior,0.48,be_right
ballet,MC,block2,projective,137,39,Ballet is a type of dance,6139,7.622866666666667,MC,,0.03,MC
muffins,MC,block2,projective,137,40,Muffins are sold at the bakery,7281,7.622866666666667,MC,,0.1,MC
tony,C,block2,projective,137,41,Tony has been sober for 20 years,9604,7.622866666666667,suggest,low_prior,0.17,suggest
jayden,C,block2,projective,137,42,Jayden doesn't have a driver's license,7591,7.622866666666667,see,low_prior,0.76,see
jon,C,block2,projective,137,43,Jon lives 10 miles away from work,5891,7.622866666666667,admit,low_prior,0.18,admit
zoe,C,block2,projective,137,44,Zoe is 5 years old,6917,7.622866666666667,say,low_prior,0.04,say
josh,C,block2,projective,137,45,Josh is a 75-year old man,6864,7.622866666666667,reveal,low_prior,0.69,reveal
charley,C,block2,projective,137,46,Charley lives in Korea,7010,7.622866666666667,confess,low_prior,0.85,confess
julian,C,block2,projective,137,47,Julian is Cuban,9235,7.622866666666667,inform,high_prior,0.92,inform
hat,MC,block2,projective,137,48,Hats are worn on the head,5428,7.622866666666667,MC,,0.02,MC
olivia,C,block2,projective,137,49,Olivia has two small children,6695,7.622866666666667,demonstrate,low_prior,0.13,demonstrate
pizza,MC,block2,projective,137,50,Pizza is sold at the pizzeria,4740,7.622866666666667,MC,,0,MC
mia,C,block2,projective,137,51,Mia is a college student,9458,7.622866666666667,know,high_prior,0.95,know
emily,C,block2,projective,137,52,Emily never has any money,5049,7.622866666666667,establish,low_prior,0.1,establish
kids,MC,block2,projective,137,53,Many children like ice cream,5690,7.622866666666667,MC,,0.03,MC
garage,MC,block2,projective,137,54,Garages are used to store cars and other things,4138,7.622866666666667,MC,,0.05,MC
frank,C,block2,projective,137,55,Frank has always wanted a pet,12809,7.622866666666667,acknowledge,high_prior,0.56,acknowledge
sophia,C,block2,projective,137,56,Sophia is a hipster,7689,7.622866666666667,pretend,high_prior,0.04,pretend
jackson,C,block2,projective,137,57,Jackson is training for a marathon,6594,7.622866666666667,discover,high_prior,0.94,discover
ballet,MC,block1,projective,138,5,Ballet is a type of dance,20427,8.340066666666667,MC,,0.03,MC
kids,MC,block1,projective,138,6,Many children like ice cream,13039,8.340066666666667,MC,,0.04,MC
grace,C,block1,projective,138,7,Grace hates her sister,16796,8.340066666666667,confess,low_prior,0.04,confess
josh,C,block1,projective,138,8,Josh is a 5-year old boy,19101,8.340066666666667,see,high_prior,0.98,see
sophia,C,block1,projective,138,9,Sophia is a hipster,11494,8.340066666666667,think,high_prior,0.99,think
mary,C,block1,projective,138,10,Mary is taking a prenatal yoga class,13730,8.340066666666667,inform,high_prior,1,inform
jackson,C,block1,projective,138,11,Jackson is obese,9607,8.340066666666667,discover,low_prior,0.98,discover
frank,C,block1,projective,138,12,Frank is allergic to cats,9413,8.340066666666667,hear,low_prior,1,hear
owen,C,block1,projective,138,13,Owen lives in Chicago,21167,8.340066666666667,establish,high_prior,0.06,establish
isabella,C,block1,projective,138,14,Isabella is a vegetarian,9470,8.340066666666667,be_annoyed,low_prior,0.97,be_annoyed
mia,C,block1,projective,138,15,Mia is a nun,8464,8.340066666666667,suggest,low_prior,0.02,suggest
julian,C,block1,projective,138,16,Julian is Cuban,12860,8.340066666666667,say,high_prior,0,say
jayden,C,block1,projective,138,17,Jayden's car is in the shop,6618,8.340066666666667,reveal,high_prior,0.98,reveal
emma,C,block1,projective,138,18,Emma is in law school,9028,8.340066666666667,pretend,high_prior,0.03,pretend
hat,MC,block1,projective,138,19,Hats are worn on the head,5398,8.340066666666667,MC,,0.01,MC
danny,C,block1,projective,138,20,Danny is a diabetic,6148,8.340066666666667,prove,low_prior,0.03,prove
tony,C,block1,projective,138,21,Tony has been sober for 20 years,6516,8.340066666666667,announce,low_prior,0.01,announce
emily,C,block1,projective,138,22,Emily never has any money,13140,8.340066666666667,be_right,low_prior,0.03,be_right
charley,C,block1,projective,138,23,Charley lives in Mexico,12143,8.340066666666667,admit,high_prior,0.83,admit
jon,C,block1,projective,138,24,Jon lives 10 miles away from work,11060,8.340066666666667,demonstrate,low_prior,0.14,demonstrate
muffins,MC,block1,projective,138,25,Muffins are sold at the bakery,4538,8.340066666666667,MC,,0.01,MC
pizza,MC,block1,projective,138,26,Pizza is sold at the pizzeria,5205,8.340066666666667,MC,,0.02,MC
olivia,C,block1,projective,138,27,Olivia works the third shift,11699,8.340066666666667,know,high_prior,0.96,know
garage,MC,block1,projective,138,28,Garages are used to store cars and other things,13910,8.340066666666667,MC,,0.02,MC
zoe,C,block1,projective,138,29,Zoe is 5 years old,9754,8.340066666666667,acknowledge,low_prior,0.23,acknowledge
josie,C,block1,projective,138,30,Josie loves France,5182,8.340066666666667,confirm,high_prior,0.03,confirm
olivia,C,block2,prior,138,32,Olivia works the third shift,6851,8.340066666666667,know,high_prior,0.71,know
josie,C,block2,prior,138,33,Josie loves France,6578,8.340066666666667,confirm,high_prior,0.31,confirm
kids,MC,block2,prior,138,34,Many children like ice cream,8977,8.340066666666667,MC,,0.45,MC
danny,C,block2,prior,138,35,Danny is a diabetic,5647,8.340066666666667,prove,low_prior,0.5,prove
emily,C,block2,prior,138,36,Emily never has any money,7888,8.340066666666667,be_right,low_prior,0.2,be_right
ballet,MC,block2,prior,138,37,Ballet is a type of dance,4132,8.340066666666667,MC,,0.55,MC
josh,C,block2,prior,138,38,Josh is a 5-year old boy,6383,8.340066666666667,see,high_prior,0.46,see
jackson,C,block2,prior,138,39,Jackson is obese,9220,8.340066666666667,discover,low_prior,0.17,discover
pizza,MC,block2,prior,138,40,Pizza is sold at the pizzeria,7182,8.340066666666667,MC,,0.19,MC
owen,C,block2,prior,138,41,Owen lives in Chicago,5278,8.340066666666667,establish,high_prior,0.58,establish
charley,C,block2,prior,138,42,Charley lives in Mexico,5579,8.340066666666667,admit,high_prior,0.73,admit
muffins,MC,block2,prior,138,43,Muffins are sold at the bakery,5907,8.340066666666667,MC,,0.38,MC
julian,C,block2,prior,138,44,Julian is Cuban,5518,8.340066666666667,say,high_prior,0.46,say
garage,MC,block2,prior,138,45,Garages are used to store cars and other things,5270,8.340066666666667,MC,,0.35,MC
frank,C,block2,prior,138,46,Frank is allergic to cats,4894,8.340066666666667,hear,low_prior,0.17,hear
tony,C,block2,prior,138,47,Tony has been sober for 20 years,3513,8.340066666666667,announce,low_prior,0.19,announce
hat,MC,block2,prior,138,48,Hats are worn on the head,4955,8.340066666666667,MC,,0.29,MC
emma,C,block2,prior,138,49,Emma is in law school,5371,8.340066666666667,pretend,high_prior,0.4,pretend
mia,C,block2,prior,138,50,Mia is a nun,5526,8.340066666666667,suggest,low_prior,0.25,suggest
zoe,C,block2,prior,138,51,Zoe is 5 years old,8400,8.340066666666667,acknowledge,low_prior,0.31,acknowledge
isabella,C,block2,prior,138,52,Isabella is a vegetarian,5555,8.340066666666667,be_annoyed,low_prior,0.13,be_annoyed
grace,C,block2,prior,138,53,Grace hates her sister,4308,8.340066666666667,confess,low_prior,0.22,confess
mary,C,block2,prior,138,54,Mary is taking a prenatal yoga class,4753,8.340066666666667,inform,high_prior,0.67,inform
jayden,C,block2,prior,138,55,Jayden's car is in the shop,4635,8.340066666666667,reveal,high_prior,0.58,reveal
sophia,C,block2,prior,138,56,Sophia is a hipster,10096,8.340066666666667,think,high_prior,0.51,think
jon,C,block2,prior,138,57,Jon lives 10 miles away from work,5337,8.340066666666667,demonstrate,low_prior,0.23,demonstrate
pizza,MC,block1,prior,139,5,Pizza is sold at the pizzeria,4844,10.242416666666667,MC,,0.67,MC
julian,C,block1,prior,139,6,Julian is Cuban,3968,10.242416666666667,announce,high_prior,0.49,announce
jon,C,block1,prior,139,7,Jon lives 2 blocks away from work,3333,10.242416666666667,know,high_prior,0.59,know
muffins,MC,block1,prior,139,8,Muffins are sold at the bakery,3151,10.242416666666667,MC,,0.62,MC
jayden,C,block1,prior,139,9,Jayden doesn't have a driver's license,5525,10.242416666666667,acknowledge,low_prior,0.3,acknowledge
emily,C,block1,prior,139,10,Emily never has any money,4332,10.242416666666667,reveal,low_prior,0.17,reveal
danny,C,block1,prior,139,11,Danny is a diabetic,3299,10.242416666666667,see,low_prior,0.5,see
josie,C,block1,prior,139,12,Josie loves France,5708,10.242416666666667,pretend,high_prior,0.67,pretend
isabella,C,block1,prior,139,13,Isabella is a vegetarian,2875,10.242416666666667,suggest,low_prior,0.35,suggest
sophia,C,block1,prior,139,14,Sophia is a hipster,2577,10.242416666666667,be_right,high_prior,0.62,be_right
garage,MC,block1,prior,139,15,Garages are used to store cars and other things,7158,10.242416666666667,MC,,0.49,MC
ballet,MC,block1,prior,139,16,Ballet is a type of dance,3540,10.242416666666667,MC,,0.52,MC
charley,C,block1,prior,139,17,Charley lives in Mexico,2461,10.242416666666667,inform,high_prior,0.68,inform
zoe,C,block1,prior,139,18,Zoe is 5 years old,3119,10.242416666666667,say,low_prior,0.29,say
tony,C,block1,prior,139,19,Tony has been sober for 20 years,6001,10.242416666666667,hear,low_prior,0.28,hear
jackson,C,block1,prior,139,20,Jackson is training for a marathon,2994,10.242416666666667,admit,high_prior,0.64,admit
olivia,C,block1,prior,139,21,Olivia has two small children,3541,10.242416666666667,be_annoyed,low_prior,0.2,be_annoyed
kids,MC,block1,prior,139,22,Many children like ice cream,3379,10.242416666666667,MC,,0.49,MC
mary,C,block1,prior,139,23,Mary is taking a prenatal yoga class,2897,10.242416666666667,confirm,high_prior,0.81,confirm
mia,C,block1,prior,139,24,Mia is a college student,2483,10.242416666666667,demonstrate,high_prior,0.51,demonstrate
frank,C,block1,prior,139,25,Frank is allergic to cats,5643,10.242416666666667,think,low_prior,0.34,think
owen,C,block1,prior,139,26,Owen lives in Chicago,2994,10.242416666666667,confess,high_prior,0.61,confess
josh,C,block1,prior,139,27,Josh is a 75-year old man,3202,10.242416666666667,discover,low_prior,0.33,discover
grace,C,block1,prior,139,28,Grace hates her sister,3264,10.242416666666667,prove,low_prior,0.31,prove
hat,MC,block1,prior,139,29,Hats are worn on the head,4029,10.242416666666667,MC,,0.51,MC
emma,C,block1,prior,139,30,Emma is in law school,7578,10.242416666666667,establish,high_prior,0.68,establish
josh,C,block2,projective,139,32,Josh is a 75-year old man,6649,10.242416666666667,discover,low_prior,0.7,discover
julian,C,block2,projective,139,33,Julian is Cuban,6727,10.242416666666667,announce,high_prior,0.77,announce
garage,MC,block2,projective,139,34,Garages are used to store cars and other things,5594,10.242416666666667,MC,,0.35,MC
danny,C,block2,projective,139,35,Danny is a diabetic,3609,10.242416666666667,see,low_prior,0.74,see
jon,C,block2,projective,139,36,Jon lives 2 blocks away from work,3109,10.242416666666667,know,high_prior,0.69,know
zoe,C,block2,projective,139,37,Zoe is 5 years old,4997,10.242416666666667,say,low_prior,0.39,say
charley,C,block2,projective,139,38,Charley lives in Mexico,3106,10.242416666666667,inform,high_prior,0.7,inform
isabella,C,block2,projective,139,39,Isabella is a vegetarian,4758,10.242416666666667,suggest,low_prior,0.41,suggest
josie,C,block2,projective,139,40,Josie loves France,5860,10.242416666666667,pretend,high_prior,0.3,pretend
frank,C,block2,projective,139,41,Frank is allergic to cats,5584,10.242416666666667,think,low_prior,0.47,think
jayden,C,block2,projective,139,42,Jayden doesn't have a driver's license,2604,10.242416666666667,acknowledge,low_prior,0.64,acknowledge
sophia,C,block2,projective,139,43,Sophia is a hipster,2963,10.242416666666667,be_right,high_prior,0.57,be_right
grace,C,block2,projective,139,44,Grace hates her sister,3012,10.242416666666667,prove,low_prior,0.58,prove
emma,C,block2,projective,139,45,Emma is in law school,3180,10.242416666666667,establish,high_prior,0.49,establish
emily,C,block2,projective,139,46,Emily never has any money,3018,10.242416666666667,reveal,low_prior,0.56,reveal
jackson,C,block2,projective,139,47,Jackson is training for a marathon,3577,10.242416666666667,admit,high_prior,0.53,admit
mia,C,block2,projective,139,48,Mia is a college student,5299,10.242416666666667,demonstrate,high_prior,0.54,demonstrate
owen,C,block2,projective,139,49,Owen lives in Chicago,2289,10.242416666666667,confess,high_prior,0.61,confess
hat,MC,block2,projective,139,50,Hats are worn on the head,2672,10.242416666666667,MC,,0.39,MC
mary,C,block2,projective,139,51,Mary is taking a prenatal yoga class,3101,10.242416666666667,confirm,high_prior,0.51,confirm
kids,MC,block2,projective,139,52,Many children like ice cream,2465,10.242416666666667,MC,,0.36,MC
olivia,C,block2,projective,139,53,Olivia has two small children,2499,10.242416666666667,be_annoyed,low_prior,0.69,be_annoyed
tony,C,block2,projective,139,54,Tony has been sober for 20 years,2797,10.242416666666667,hear,low_prior,0.62,hear
muffins,MC,block2,projective,139,55,Muffins are sold at the bakery,2493,10.242416666666667,MC,,0.26,MC
ballet,MC,block2,projective,139,56,Ballet is a type of dance,2699,10.242416666666667,MC,,0.3,MC
pizza,MC,block2,projective,139,57,Pizza is sold at the pizzeria,2240,10.242416666666667,MC,,0.46,MC
jayden,C,block1,prior,140,5,Jayden doesn't have a driver's license,3684,3.9915833333333333,know,low_prior,0.14,know
danny,C,block1,prior,140,6,Danny is a diabetic,3089,3.9915833333333333,discover,low_prior,0.26,discover
garage,MC,block1,prior,140,7,Garages are used to store cars and other things,7744,3.9915833333333333,MC,,0.31,MC
josie,C,block1,prior,140,8,Josie loves France,3442,3.9915833333333333,demonstrate,high_prior,0.63,demonstrate
sophia,C,block1,prior,140,9,Sophia is a hipster,2964,3.9915833333333333,think,high_prior,0.62,think
mia,C,block1,prior,140,10,Mia is a nun,3453,3.9915833333333333,confirm,low_prior,0.16,confirm
mary,C,block1,prior,140,11,Mary is taking a prenatal yoga class,3827,3.9915833333333333,be_annoyed,high_prior,0.77,be_annoyed
jon,C,block1,prior,140,12,Jon lives 10 miles away from work,3327,3.9915833333333333,prove,low_prior,0.15,prove
hat,MC,block1,prior,140,13,Hats are worn on the head,4792,3.9915833333333333,MC,,0.33,MC
julian,C,block1,prior,140,14,Julian is Cuban,3114,3.9915833333333333,see,high_prior,0.49,see
tony,C,block1,prior,140,15,Tony has been sober for 20 years,3325,3.9915833333333333,announce,low_prior,0.14,announce
pizza,MC,block1,prior,140,16,Pizza is sold at the pizzeria,4041,3.9915833333333333,MC,,0.4,MC
frank,C,block1,prior,140,17,Frank is allergic to cats,2903,3.9915833333333333,say,low_prior,0.19,say
olivia,C,block1,prior,140,18,Olivia works the third shift,4377,3.9915833333333333,admit,high_prior,0.64,admit
owen,C,block1,prior,140,19,Owen lives in Chicago,4783,3.9915833333333333,pretend,high_prior,0.92,pretend
grace,C,block1,prior,140,20,Grace loves her sister,2951,3.9915833333333333,suggest,high_prior,0.69,suggest
