short_trigger,contentFact,Mean_prior,YMin_prior,YMax_prior,Mean_proj,YMin_proj,YMax_proj,Mean_ai,YMin_ai,YMax_ai
prove,Danny ate the last cupcake-factL,0.19285714285714287,0.05985714285714286,0.3271428571428571,0.2042857142857143,0.09714285714285714,0.31432142857142853,0.43714285714285717,0.17142857142857149,0.7514642857142857
prove,Emily bought a car yesterday-factH,0.525,0.35859375000000004,0.6612812499999999,0.18625,0.09625,0.3025,0.295,0.15125000000000002,0.45753125
prove,Emily bought a car yesterday-factL,0.12833333333333333,0.06333333333333334,0.21500000000000002,0.15333333333333335,0.05499999999999999,0.305,0.5733333333333334,0.23987499999999995,0.8766666666666667
prove,Emma studied on Saturday morning-factH,0.7055555555555556,0.5844444444444444,0.8211388888888889,0.24222222222222223,0.06994444444444445,0.42333333333333334,0.20777777777777778,0.06772222222222224,0.3967777777777777
prove,Emma studied on Saturday morning-factL,0.27714285714285714,0.13139285714285717,0.43574999999999997,0.07285714285714286,0.014285714285714284,0.14574999999999996,0.48000000000000004,0.21857142857142858,0.7514285714285714
prove,Frank got a cat-factH,0.5928571428571429,0.49142857142857144,0.7314285714285714,0.30857142857142855,0.11975000000000002,0.5201071428571428,0.38857142857142857,0.17425,0.634392857142857
prove,Frank got a cat-factL,0.074,0.05,0.102,0.158,0.074,0.258,0.786,0.714,0.854
prove,Grace visited her sister-factH,0.8075,0.66246875,0.94628125,0.31999999999999995,0.13124999999999998,0.5175312499999999,0.3175,0.1525,0.535
prove,Grace visited her sister-factL,0.19,0.124,0.25404999999999994,0.156,0.06799999999999999,0.254,0.22999999999999998,0.09,0.3802499999999998
prove,Isabella ate a steak on Sunday-factH,0.4228571428571429,0.34,0.49,0.20857142857142857,0.08857142857142856,0.32292857142857134,0.4857142857142857,0.25,0.7386071428571428
prove,Isabella ate a steak on Sunday-factL,0.03571428571428572,0.0042857142857142885,0.08857142857142856,0.2571428571428571,0.09139285714285716,0.48721428571428566,0.22000000000000003,0.12714285714285714,0.31285714285714283
prove,Jackson ran 10 miles-factH,0.82875,0.7324999999999999,0.9199999999999999,0.3375,0.15746875,0.5288124999999999,0.5225,0.29621875000000003,0.7450625
prove,Jackson ran 10 miles-factL,0.24000000000000002,0.11441666666666667,0.39555555555555555,0.25333333333333335,0.07111111111111112,0.48666666666666664,0.4866666666666667,0.25888888888888884,0.6955833333333334
prove,Jayden rented a car-factH,0.596,0.41800000000000004,0.768,0.322,0.146,0.5539999999999999,0.46199999999999997,0.222,0.698
prove,Jayden rented a car-factL,0.13999999999999999,0.010000000000000009,0.3783333333333333,0.12,0.05,0.2,0.5449999999999999,0.2566666666666667,0.81175
prove,Jon walks to work-factH,0.745,0.6015416666666666,0.8783333333333333,0.57,0.32,0.823375,0.3516666666666667,0.08333333333333337,0.6583749999999999
prove,Jon walks to work-factL,0.18875,0.07375000000000001,0.3188437499999999,0.1975,0.0625,0.35,0.67125,0.50496875,0.87125
prove,Josh learned to ride a bike yesterday-factH,0.71,0.71,0.71,0.45,0.45,0.45,0.20999999999999996,0.20999999999999996,0.20999999999999996
prove,Josh learned to ride a bike yesterday-factL,0.24285714285714285,0.10424999999999998,0.44585714285714273,0.26,0.09,0.45299999999999985,0.4242857142857143,0.1742142857142857,0.7257142857142858
prove,Josie went on vacation to France-factH,0.785,0.635,0.8999999999999999,0.2075,0.05500000000000002,0.4,0.22750000000000004,0.09000000000000002,0.3875
prove,Josie went on vacation to France-factL,0.13333333333333333,0.04833333333333334,0.24333333333333335,0.18,0.04666666666666666,0.3368749999999998,0.4966666666666667,0.2583333333333333,0.7466666666666667
prove,Julian dances salsa-factH,0.6975,0.54,0.855,0.3425,0.08999999999999997,0.595,0.22750000000000004,0.017500000000000016,0.625
