item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,prior,projective,eventItemNr,eventItem
announce_emma,emma,announce,267,high_prior,Emma is in law school,block2,0,0.87,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,273,high_prior,Emma is in law school,block2,0.010000000000000009,0.76,0.98,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,393,low_prior,Emma is in first grade,block2,0.29000000000000004,0.19,0.39,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,414,high_prior,Emma is in law school,block2,0.36,0.77,0.84,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,450,low_prior,Emma is in first grade,block2,1,0,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,519,high_prior,Emma is in law school,block2,0.99,0.77,0.91,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,531,high_prior,Emma is in law school,block2,1,0.65,0.62,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,550,low_prior,Emma is in first grade,block2,0.6699999999999999,0.52,0.8,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,562,low_prior,Emma is in first grade,block2,0.010000000000000009,0.36,0.18,3: Emma studied on Saturday morning,Emma studied on Saturday morning
announce_emma,emma,announce,584,high_prior,Emma is in law school,block2,0.6599999999999999,0.69,0.65,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,80,high_prior,Emma is in law school,block2,0.30000000000000004,0.59,0.42,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,100,high_prior,Emma is in law school,block2,0.89,0.66,0.94,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,169,high_prior,Emma is in law school,block2,1,0.54,0.99,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,206,low_prior,Emma is in first grade,block2,0.98,0.13,0.13,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,323,high_prior,Emma is in law school,block2,0.99,0.83,0.94,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,324,high_prior,Emma is in law school,block2,0.010000000000000009,1,0.3,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,486,high_prior,Emma is in law school,block2,0.87,0.9,0.94,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,521,low_prior,Emma is in first grade,block2,1,0.35,0.97,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,561,high_prior,Emma is in law school,block2,0.040000000000000036,0.96,0.96,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_annoyed_emma,emma,be annoyed,563,low_prior,Emma is in first grade,block2,0.97,0.01,0.98,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,68,low_prior,Emma is in first grade,block2,0.89,0.26,0.18,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,87,high_prior,Emma is in law school,block2,0.18999999999999995,0.65,0.17,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,107,high_prior,Emma is in law school,block2,0.8200000000000001,0.64,0.34,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,182,high_prior,Emma is in law school,block2,0.38,0.82,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,204,high_prior,Emma is in law school,block2,0.28,0.69,0.86,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,205,low_prior,Emma is in first grade,block2,0.030000000000000027,0.16,0.19,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,235,low_prior,Emma is in first grade,block2,0.88,0.05,0.18,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,253,low_prior,Emma is in first grade,block2,0.56,0.4,0.15,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,416,high_prior,Emma is in law school,block2,0.18999999999999995,0.84,0.92,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,417,low_prior,Emma is in first grade,block2,0.12,0.45,0.47,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,433,low_prior,Emma is in first grade,block2,0.12,0.12,0.07,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,489,high_prior,Emma is in law school,block2,0.17000000000000004,0.59,0.1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,510,low_prior,Emma is in first grade,block2,0,0.01,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,523,high_prior,Emma is in law school,block2,0.020000000000000018,0.87,0.02,3: Emma studied on Saturday morning,Emma studied on Saturday morning
be_right_emma,emma,be right,564,low_prior,Emma is in first grade,block2,0.18999999999999995,0.68,0.69,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,63,low_prior,Emma is in first grade,block2,1,0,0.27,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,144,high_prior,Emma is in law school,block2,0.5,0.63,0.75,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,258,high_prior,Emma is in law school,block2,0.6699999999999999,0.67,0.8,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,314,high_prior,Emma is in law school,block2,0.37,0.75,0.23,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,406,high_prior,Emma is in law school,block2,0.18000000000000005,0.68,0.81,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,469,low_prior,Emma is in first grade,block2,0.91,0.4,0.39,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,500,high_prior,Emma is in law school,block2,0.25,0.72,0.14,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,503,high_prior,Emma is in law school,block2,0.43000000000000005,0.88,0.51,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confess_emma,emma,confess,571,low_prior,Emma is in first grade,block2,0.99,0.12,0.02,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,23,low_prior,Emma is in first grade,block2,0.020000000000000018,0.41,0.14,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,31,low_prior,Emma is in first grade,block2,0.06000000000000005,0.23,0.05,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,263,high_prior,Emma is in law school,block2,0.050000000000000044,0.94,0.97,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,300,low_prior,Emma is in first grade,block2,0.21999999999999997,0.01,0.84,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,304,high_prior,Emma is in law school,block2,0,0.75,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,352,high_prior,Emma is in law school,block2,0.050000000000000044,0.52,0.07,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,397,low_prior,Emma is in first grade,block2,0.39,0.11,0.37,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,408,high_prior,Emma is in law school,block2,0.20999999999999996,0.95,0.13,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,444,low_prior,Emma is in first grade,block2,0.79,0.71,0.09,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,455,low_prior,Emma is in first grade,block2,0.040000000000000036,0.04,0.03,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,470,low_prior,Emma is in first grade,block2,0.030000000000000027,0.32,0.44,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,507,high_prior,Emma is in law school,block2,0.25,0.92,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,544,high_prior,Emma is in law school,block2,0.87,0.94,0.74,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,559,low_prior,Emma is in first grade,block2,0,0,0.21,3: Emma studied on Saturday morning,Emma studied on Saturday morning
confirm_emma,emma,confirm,586,high_prior,Emma is in law school,block2,0.19999999999999996,0.78,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,14,low_prior,Emma is in first grade,block2,0.020000000000000018,0.15,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,95,high_prior,Emma is in law school,block2,0.020000000000000018,0.7,0.03,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,98,low_prior,Emma is in first grade,block2,0,0.14,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,164,low_prior,Emma is in first grade,block2,0.39,0.67,0.6,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,432,high_prior,Emma is in law school,block2,0.88,0.81,0.21,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,485,low_prior,Emma is in first grade,block2,0.31999999999999995,0.13,0.62,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,517,low_prior,Emma is in first grade,block2,0.09999999999999998,0.07,0.75,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,524,low_prior,Emma is in first grade,block2,0.49,0.64,0.78,3: Emma studied on Saturday morning,Emma studied on Saturday morning
demonstrate_emma,emma,demonstrate,530,low_prior,Emma is in first grade,block2,0.79,0.8,0.28,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,111,low_prior,Emma is in first grade,block2,0.22999999999999998,0.1,0.07,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,132,low_prior,Emma is in first grade,block2,0.83,0.2,0.67,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,140,low_prior,Emma is in first grade,block2,0.98,0.13,0.95,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,143,high_prior,Emma is in law school,block2,1,0.76,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,156,low_prior,Emma is in first grade,block2,0.8200000000000001,0.08,0.28,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,165,low_prior,Emma is in first grade,block2,0.99,0.32,0.97,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,215,high_prior,Emma is in law school,block2,0.06999999999999995,0.67,0.44,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,242,high_prior,Emma is in law school,block2,1,0.5,0.87,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,374,low_prior,Emma is in first grade,block2,0.9299999999999999,0.07,0.06,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,386,high_prior,Emma is in law school,block2,0.49,0.67,0.52,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,389,high_prior,Emma is in law school,block2,0.050000000000000044,0.65,0.42,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,402,low_prior,Emma is in first grade,block2,0.76,0.25,0.36,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,520,high_prior,Emma is in law school,block2,0.6699999999999999,0.51,0.67,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,533,low_prior,Emma is in first grade,block2,0.010000000000000009,0.04,0.2,3: Emma studied on Saturday morning,Emma studied on Saturday morning
discover_emma,emma,discover,549,high_prior,Emma is in law school,block2,0.43999999999999995,0.64,0.66,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,44,low_prior,Emma is in first grade,block2,0.16000000000000003,0.21,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,77,high_prior,Emma is in law school,block2,0.99,0.73,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,79,high_prior,Emma is in law school,block2,0.29000000000000004,0.81,0.2,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,82,low_prior,Emma is in first grade,block2,0.14,0.14,0.24,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,89,high_prior,Emma is in law school,block2,0.24,0.87,0.28,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,146,low_prior,Emma is in first grade,block2,0.26,0.57,0.56,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,160,high_prior,Emma is in law school,block2,0.30000000000000004,0.73,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,174,high_prior,Emma is in law school,block2,0.98,0.64,0.02,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,220,high_prior,Emma is in law school,block2,0.020000000000000018,0.52,0.01,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,286,high_prior,Emma is in law school,block2,0.19999999999999996,0.5,0.27,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,337,high_prior,Emma is in law school,block2,0.43999999999999995,0.77,0.19,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,431,high_prior,Emma is in law school,block2,0.14,0.73,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,508,low_prior,Emma is in first grade,block2,0,0.07,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
establish_emma,emma,establish,535,high_prior,Emma is in law school,block2,0.9,0.73,0.09,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,35,low_prior,Emma is in first grade,block2,1,0.04,0.98,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,105,high_prior,Emma is in law school,block2,1,0.78,0.96,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,130,high_prior,Emma is in law school,block2,0.91,0.4,0.79,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,167,high_prior,Emma is in law school,block2,0.98,0.62,0.55,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,262,low_prior,Emma is in first grade,block2,0.62,0.33,0.12,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,275,high_prior,Emma is in law school,block2,0.97,0.77,0.99,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,355,low_prior,Emma is in first grade,block2,0.88,0.15,0.21,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,424,low_prior,Emma is in first grade,block2,1,0.72,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,446,high_prior,Emma is in law school,block2,0.07999999999999996,0.49,0.56,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,502,high_prior,Emma is in law school,block2,0.89,0.81,0.51,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,539,high_prior,Emma is in law school,block2,1,0.83,0.46,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,580,high_prior,Emma is in law school,block2,0.97,0.87,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
hear_emma,emma,hear,589,low_prior,Emma is in first grade,block2,0.95,0.02,0.52,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,7,low_prior,Emma is in first grade,block2,0.56,0.9,0.74,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,72,high_prior,Emma is in law school,block2,0.86,0.83,0.77,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,92,high_prior,Emma is in law school,block2,1,1,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,126,high_prior,Emma is in law school,block2,0.99,0.49,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,173,high_prior,Emma is in law school,block2,0.9299999999999999,0.76,0.79,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,197,high_prior,Emma is in law school,block2,1,0.81,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,246,low_prior,Emma is in first grade,block2,0.24,0.26,0.36,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,266,low_prior,Emma is in first grade,block2,0.09999999999999998,0.04,0.68,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,342,low_prior,Emma is in first grade,block2,0.98,0.31,0.68,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,350,low_prior,Emma is in first grade,block2,0.99,0.06,0.31,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,378,low_prior,Emma is in first grade,block2,0.69,0.92,0.44,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,461,low_prior,Emma is in first grade,block2,0,0.5,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,538,low_prior,Emma is in first grade,block2,0.18000000000000005,0.32,0.1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
inform_emma,emma,inform,590,low_prior,Emma is in first grade,block2,0.8,0.28,0.65,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,53,high_prior,Emma is in law school,block2,0.84,0.56,0.82,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,59,high_prior,Emma is in law school,block2,0.9299999999999999,0.81,0.88,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,78,high_prior,Emma is in law school,block2,0.71,0.63,0.91,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,91,low_prior,Emma is in first grade,block2,1,0,0.84,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,158,high_prior,Emma is in law school,block2,0.09999999999999998,0.83,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,229,high_prior,Emma is in law school,block2,0.94,0.86,0.67,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,269,low_prior,Emma is in first grade,block2,0.33999999999999997,0.15,0.63,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,272,high_prior,Emma is in law school,block2,0.89,0.64,0.96,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,293,low_prior,Emma is in first grade,block2,0.92,0.25,0.83,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,319,low_prior,Emma is in first grade,block2,0.86,0.15,0.98,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,351,low_prior,Emma is in first grade,block2,1,0.17,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,410,high_prior,Emma is in law school,block2,0.98,0.78,0.98,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,506,high_prior,Emma is in law school,block2,0.020000000000000018,1,0.99,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,540,low_prior,Emma is in first grade,block2,1,0.17,0.77,3: Emma studied on Saturday morning,Emma studied on Saturday morning
know_emma,emma,know,577,low_prior,Emma is in first grade,block2,0.030000000000000027,0.17,0.31,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,6,low_prior,Emma is in first grade,block2,0.98,0.28,0.14,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,8,low_prior,Emma is in first grade,block2,0.09999999999999998,0.01,0.5,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,30,high_prior,Emma is in law school,block2,0.54,0.8,0.03,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,61,high_prior,Emma is in law school,block2,0.21999999999999997,0.79,0.21,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,83,high_prior,Emma is in law school,block2,0.75,0.63,0.7,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,86,high_prior,Emma is in law school,block2,0.97,0.74,0.03,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,116,low_prior,Emma is in first grade,block2,0.31999999999999995,0.67,0.73,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,176,low_prior,Emma is in first grade,block2,1,0.15,0.82,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,307,high_prior,Emma is in law school,block2,0.97,0.97,1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,328,low_prior,Emma is in first grade,block2,0.71,0.32,0.25,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,375,high_prior,Emma is in law school,block2,0.7,0.53,0.34,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,388,low_prior,Emma is in first grade,block2,1,0.11,0.19,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,570,low_prior,Emma is in first grade,block2,0.6599999999999999,0.18,0.14,3: Emma studied on Saturday morning,Emma studied on Saturday morning
pretend_emma,emma,pretend,582,low_prior,Emma is in first grade,block2,0.92,0.32,0.1,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,65,low_prior,Emma is in first grade,block2,0.18000000000000005,0.11,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,153,low_prior,Emma is in first grade,block2,0.32999999999999996,0.45,0.23,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,225,low_prior,Emma is in first grade,block2,0.17000000000000004,0.74,0.19,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,298,high_prior,Emma is in law school,block2,0.14,0.71,0.66,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,310,low_prior,Emma is in first grade,block2,0,0.2,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,335,high_prior,Emma is in law school,block2,0.92,0.57,0.21,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,336,high_prior,Emma is in law school,block2,0.43000000000000005,0.63,0.49,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,525,low_prior,Emma is in first grade,block2,0.020000000000000018,0.02,0.03,3: Emma studied on Saturday morning,Emma studied on Saturday morning
prove_emma,emma,prove,551,high_prior,Emma is in law school,block2,0.53,0.89,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,42,high_prior,Emma is in law school,block2,0.47,0.54,0.62,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,62,high_prior,Emma is in law school,block2,0.76,0.71,0.21,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,67,high_prior,Emma is in law school,block2,0.030000000000000027,0.69,0.05,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,127,high_prior,Emma is in law school,block2,0.98,0.86,0.76,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,185,low_prior,Emma is in first grade,block2,0.97,0.03,0.98,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,187,low_prior,Emma is in first grade,block2,0.15000000000000002,0.11,0.69,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,196,low_prior,Emma is in first grade,block2,0.89,0.24,0.39,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,230,low_prior,Emma is in first grade,block2,0.15000000000000002,0.94,0.96,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,308,low_prior,Emma is in first grade,block2,0.25,0.09,0.53,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,316,high_prior,Emma is in law school,block2,0.19999999999999996,0.62,0.7,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,341,low_prior,Emma is in first grade,block2,0.64,0.05,0.75,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,345,low_prior,Emma is in first grade,block2,0,0.07,0.15,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,358,low_prior,Emma is in first grade,block2,0.49,0.38,0.13,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,405,high_prior,Emma is in law school,block2,0.86,0.79,0.8,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,407,low_prior,Emma is in first grade,block2,0.19999999999999996,0.11,0.67,3: Emma studied on Saturday morning,Emma studied on Saturday morning
reveal_emma,emma,reveal,529,high_prior,Emma is in law school,block2,0,0.79,0.93,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,139,high_prior,Emma is in law school,block2,0,1,0,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,186,low_prior,Emma is in first grade,block2,0.52,0.32,0.09,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,261,low_prior,Emma is in first grade,block2,0.95,0.12,0.07,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,285,low_prior,Emma is in first grade,block2,0.74,0.26,0.22,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,339,low_prior,Emma is in first grade,block2,0.89,0.08,0.06,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,371,high_prior,Emma is in law school,block2,0.95,0.46,0.22,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,394,high_prior,Emma is in law school,block2,0.99,0.73,0.78,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,436,low_prior,Emma is in first grade,block2,0.10999999999999999,0.06,0.43,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,468,low_prior,Emma is in first grade,block2,0.20999999999999996,0.11,0.09,3: Emma studied on Saturday morning,Emma studied on Saturday morning
say_emma,emma,say,509,high_prior,Emma is in law school,block2,0.96,0.83,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
see_emma,emma,see,134,high_prior,Emma is in law school,block2,0.010000000000000009,0.81,0.61,3: Emma studied on Saturday morning,Emma studied on Saturday morning
see_emma,emma,see,213,low_prior,Emma is in first grade,block2,0.14,0.05,0.22,3: Emma studied on Saturday morning,Emma studied on Saturday morning
see_emma,emma,see,279,low_prior,Emma is in first grade,block2,0.17000000000000004,0.03,0.04,3: Emma studied on Saturday morning,Emma studied on Saturday morning
