item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,prior,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact
know_emily,emily,know,440,low_prior,Emily never has any money,block1,1,0,1,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
know_emily,emily,know,444,low_prior,Emily never has any money,block2,0.83,0.05,0.08,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
know_emily,emily,know,481,low_prior,Emily never has any money,block2,0.97,0.07,1,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
know_emily,emily,know,535,low_prior,Emily never has any money,block2,1,0.02,0.98,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
know_emily,emily,know,542,low_prior,Emily never has any money,block1,0.74,0.18,0.8,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
know_emily,emily,know,586,low_prior,Emily never has any money,block2,1,0.01,0.85,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,12,high_prior,Emily has been saving for a year,block1,0.99,0.16,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,21,low_prior,Emily never has any money,block1,1,0.01,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,41,low_prior,Emily never has any money,block1,0.73,0.38,0.17,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,44,high_prior,Emily has been saving for a year,block2,0.62,0.65,0.03,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,51,low_prior,Emily never has any money,block1,0.45999999999999996,0.25,0.13,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,53,low_prior,Emily never has any money,block2,0.71,0.06,0.21,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,67,high_prior,Emily has been saving for a year,block2,0.98,0.24,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,71,low_prior,Emily never has any money,block1,0.33999999999999997,0.15,0.52,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,105,low_prior,Emily never has any money,block2,1,0,0.17,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,109,high_prior,Emily has been saving for a year,block1,0.95,0.3,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,140,high_prior,Emily has been saving for a year,block2,0.88,0.57,0.01,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,181,low_prior,Emily never has any money,block1,0.83,0.05,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,230,high_prior,Emily has been saving for a year,block2,0,0.69,0.92,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,258,high_prior,Emily has been saving for a year,block2,0.30000000000000004,0.23,0.08,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,297,high_prior,Emily has been saving for a year,block1,1,0.48,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,318,low_prior,Emily never has any money,block1,0.71,0.06,0.28,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,325,low_prior,Emily never has any money,block1,0.73,0.11,0.06,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,335,low_prior,Emily never has any money,block2,1,0.11,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,337,low_prior,Emily never has any money,block2,1,0.04,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,339,low_prior,Emily never has any money,block2,0.96,0.08,0.09,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,342,high_prior,Emily has been saving for a year,block2,0.97,0.69,0.22,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,393,high_prior,Emily has been saving for a year,block2,0.81,0.52,0.18,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,397,low_prior,Emily never has any money,block2,1,0.13,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,407,high_prior,Emily has been saving for a year,block2,0.55,0.25,0.48,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,416,low_prior,Emily never has any money,block2,0.18000000000000005,0.08,0.75,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,425,high_prior,Emily has been saving for a year,block1,0.06000000000000005,0.05,0.09,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,436,high_prior,Emily has been saving for a year,block2,0.5800000000000001,0.06,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,449,low_prior,Emily never has any money,block1,1,0.68,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,454,low_prior,Emily never has any money,block1,0.99,0.09,0.01,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,462,high_prior,Emily has been saving for a year,block1,0.97,0.5,0.03,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,491,low_prior,Emily never has any money,block2,0.98,0.13,0.07,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,525,high_prior,Emily has been saving for a year,block2,0.97,0.48,0.16,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
pretend_emily,emily,pretend,527,low_prior,Emily never has any money,block1,0.63,0.31,0.22,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,537,low_prior,Emily never has any money,block1,0.21999999999999997,0.03,0.03,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
pretend_emily,emily,pretend,597,low_prior,Emily never has any money,block1,1,0.05,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,10,high_prior,Emily has been saving for a year,block2,0.10999999999999999,0.52,0.07,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,32,high_prior,Emily has been saving for a year,block1,0.20999999999999996,0.37,0.16,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,50,high_prior,Emily has been saving for a year,block1,0.42000000000000004,0.62,0.09,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,79,high_prior,Emily has been saving for a year,block2,0.39,0.26,0.24,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,97,low_prior,Emily never has any money,block1,0.09999999999999998,0.12,0.48,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,134,high_prior,Emily has been saving for a year,block2,0.010000000000000009,0.58,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,135,low_prior,Emily never has any money,block2,0.99,0.49,0.41,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,151,high_prior,Emily has been saving for a year,block1,0.020000000000000018,0.66,0.03,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,155,high_prior,Emily has been saving for a year,block1,0.36,0.59,0.21,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,170,low_prior,Emily never has any money,block2,0.22999999999999998,0.05,0.31,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,178,high_prior,Emily has been saving for a year,block1,0.14,0.7,0.23,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,206,low_prior,Emily never has any money,block2,0.010000000000000009,0.06,0.08,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,235,low_prior,Emily never has any money,block2,0.13,0.01,0.12,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,250,low_prior,Emily never has any money,block1,0.29000000000000004,0.34,0.14,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,328,low_prior,Emily never has any money,block2,0.27,0.13,0.11,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,362,low_prior,Emily never has any money,block1,1,0.02,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,403,high_prior,Emily has been saving for a year,block1,0.010000000000000009,0.02,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,437,high_prior,Emily has been saving for a year,block2,0.76,0.45,0.64,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,445,low_prior,Emily never has any money,block1,0.97,0.07,0.05,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,464,low_prior,Emily never has any money,block1,1,0.13,0.16,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,485,low_prior,Emily never has any money,block2,0.63,0.06,0.22,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,522,high_prior,Emily has been saving for a year,block1,0.43000000000000005,0.75,0.55,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,540,high_prior,Emily has been saving for a year,block2,0.5,0.5,0.16,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,553,high_prior,Emily has been saving for a year,block1,0.77,0.49,0.2,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,564,high_prior,Emily has been saving for a year,block2,0.19999999999999996,0.45,0.82,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
prove_emily,emily,prove,580,low_prior,Emily never has any money,block2,0.22999999999999998,0,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,595,low_prior,Emily never has any money,block1,0.07999999999999996,0.09,0.09,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
prove_emily,emily,prove,596,high_prior,Emily has been saving for a year,block2,0.25,0.8,0.27,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,16,high_prior,Emily has been saving for a year,block1,0.18999999999999995,0.57,0.03,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,61,high_prior,Emily has been saving for a year,block2,0.040000000000000036,0.26,0.8,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,146,low_prior,Emily never has any money,block2,0.13,0.06,0.17,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
reveal_emily,emily,reveal,212,high_prior,Emily has been saving for a year,block2,0.47,0.12,0.83,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,221,low_prior,Emily never has any money,block1,0.07999999999999996,0.51,0.18,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
reveal_emily,emily,reveal,228,low_prior,Emily never has any money,block2,0.9,0.35,0.72,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
reveal_emily,emily,reveal,245,low_prior,Emily never has any money,block1,0.12,0.31,0.1,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
reveal_emily,emily,reveal,266,low_prior,Emily never has any money,block2,0.08999999999999997,0.06,0.77,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
reveal_emily,emily,reveal,277,high_prior,Emily has been saving for a year,block1,0.77,0.31,0.22,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,292,high_prior,Emily has been saving for a year,block1,0.26,1,0.77,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,300,high_prior,Emily has been saving for a year,block2,0.31999999999999995,0.92,0.28,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,307,high_prior,Emily has been saving for a year,block2,1,0.77,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,319,high_prior,Emily has been saving for a year,block2,0.27,0.28,0.73,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,427,high_prior,Emily has been saving for a year,block1,0.98,0.86,0.97,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,453,high_prior,Emily has been saving for a year,block1,0.25,0.66,0.77,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,476,low_prior,Emily never has any money,block2,0.38,0.04,0.46,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
reveal_emily,emily,reveal,478,high_prior,Emily has been saving for a year,block1,0.89,0.05,0.87,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,484,high_prior,Emily has been saving for a year,block1,0.26,0.5,0.19,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,530,high_prior,Emily has been saving for a year,block2,0.85,0.72,0.96,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
reveal_emily,emily,reveal,562,high_prior,Emily has been saving for a year,block2,0,0.48,0.6,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,2,low_prior,Emily never has any money,block2,0.27,0.07,0.57,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,8,high_prior,Emily has been saving for a year,block2,0.09999999999999998,0.49,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,26,low_prior,Emily never has any money,block2,0.030000000000000027,0.07,0.12,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,42,low_prior,Emily never has any money,block2,0.53,0.05,0.28,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,43,high_prior,Emily has been saving for a year,block2,0.09999999999999998,0.39,0.25,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,78,high_prior,Emily has been saving for a year,block2,0.15000000000000002,0.38,0.32,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,87,low_prior,Emily never has any money,block2,0.16000000000000003,0.05,0.05,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,128,high_prior,Emily has been saving for a year,block1,0.17000000000000004,0.95,0.88,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,160,high_prior,Emily has been saving for a year,block2,0.7,0.77,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,175,high_prior,Emily has been saving for a year,block1,0.31999999999999995,0.59,0.2,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,176,high_prior,Emily has been saving for a year,block2,0.16000000000000003,0.25,0.15,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,177,high_prior,Emily has been saving for a year,block1,0,0.51,0.38,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,185,low_prior,Emily never has any money,block2,0.010000000000000009,0,0.98,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,213,high_prior,Emily has been saving for a year,block2,0.010000000000000009,0.23,0.14,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,226,high_prior,Emily has been saving for a year,block2,0.010000000000000009,0.45,0.17,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,239,high_prior,Emily has been saving for a year,block2,0.71,0.62,0.25,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,269,low_prior,Emily never has any money,block2,0.44999999999999996,0.09,0.41,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,284,low_prior,Emily never has any money,block1,0.16000000000000003,0.03,0.07,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,291,low_prior,Emily never has any money,block1,0.26,0.24,0.05,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,313,high_prior,Emily has been saving for a year,block1,0.5900000000000001,0.57,0.09,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,400,low_prior,Emily never has any money,block1,0.09999999999999998,0.01,0.09,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,402,low_prior,Emily never has any money,block2,0.040000000000000036,0.16,0.24,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,418,low_prior,Emily never has any money,block1,0.26,0.05,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,470,high_prior,Emily has been saving for a year,block2,0.42000000000000004,0.66,0.49,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,554,high_prior,Emily has been saving for a year,block1,0.18999999999999995,0.59,0.14,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
say_emily,emily,say,556,low_prior,Emily never has any money,block1,0.050000000000000044,0.01,0.03,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
say_emily,emily,say,568,low_prior,Emily never has any money,block1,0.98,0.25,0.02,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,14,low_prior,Emily never has any money,block2,0.76,0.16,0.72,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,24,low_prior,Emily never has any money,block1,0.010000000000000009,0.15,0.98,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,52,low_prior,Emily never has any money,block2,0.09999999999999998,0,1,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,66,low_prior,Emily never has any money,block1,0.8200000000000001,0.12,0.86,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,73,high_prior,Emily has been saving for a year,block2,0.76,0.54,0.58,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,106,low_prior,Emily never has any money,block1,0.97,0.03,0.64,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,113,high_prior,Emily has been saving for a year,block1,0.74,0.68,0.79,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,139,low_prior,Emily never has any money,block2,0,0,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,143,low_prior,Emily never has any money,block2,1,0,0,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,173,low_prior,Emily never has any money,block2,0.81,0.12,0.17,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,183,low_prior,Emily never has any money,block2,0.22999999999999998,0.05,0.27,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,209,low_prior,Emily never has any money,block1,0.91,0.08,0.99,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,223,high_prior,Emily has been saving for a year,block1,0.98,0.5,0.98,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,247,low_prior,Emily never has any money,block1,0,0.01,1,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,331,high_prior,Emily has been saving for a year,block1,1,0.54,0.98,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,355,high_prior,Emily has been saving for a year,block2,0.92,0.69,0.31,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,375,low_prior,Emily never has any money,block2,0.72,0.1,0.92,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,443,low_prior,Emily never has any money,block1,0.96,0.02,0.83,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,451,low_prior,Emily never has any money,block1,0,0.02,0.96,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
see_emily,emily,see,471,high_prior,Emily has been saving for a year,block1,1,0.67,0.93,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,474,high_prior,Emily has been saving for a year,block1,1,0.44,0.84,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factH,Emily bought a car yesterday-factH
see_emily,emily,see,488,low_prior,Emily never has any money,block1,1,0.08,1,8: Emily bought a car yesterday,Emily bought a car yesterday,Emily bought a car yesterday,factL,Emily bought a car yesterday-factL
