short_trigger,contentFact,Mean_proj,YMin_proj,YMax_proj,Mean_ai.x,YMin_ai.x,YMax_ai.x,Mean_ai.y,YMin_ai.y,YMax_ai.y
admit,Emma studied on Saturday morning-factH,0.5671428571428572,0.327,0.7771428571428571,0.6142857142857143,0.44142857142857145,0.7757499999999999,0.6142857142857143,0.44142857142857145,0.7757499999999999
admit,Emma studied on Saturday morning-factL,0.5863636363636363,0.41818181818181815,0.7500681818181818,0.5954545454545455,0.40447727272727274,0.7763863636363636,0.5954545454545455,0.40447727272727274,0.7763863636363636
admit,Frank got a cat-factH,0.682,0.50165,0.882,0.526,0.24,0.762,0.526,0.24,0.762
admit,Frank got a cat-factL,0.2925,0.07,0.515,0.6599999999999999,0.38,0.915,0.6599999999999999,0.38,0.915
admit,Grace visited her sister-factH,0.502,0.28090000000000004,0.728,0.509,0.2837,0.745025,0.509,0.2837,0.745025
admit,Grace visited her sister-factL,0.5333333333333333,0.2744444444444445,0.8011111111111111,0.35555555555555557,0.10877777777777778,0.6333333333333333,0.35555555555555557,0.10877777777777778,0.6333333333333333
admit,Isabella ate a steak on Sunday-factH,0.33,0.15438888888888888,0.5100277777777777,0.7111111111111111,0.5077222222222222,0.8944444444444444,0.7111111111111111,0.5077222222222222,0.8944444444444444
admit,Isabella ate a steak on Sunday-factL,0.57375,0.31621875000000005,0.8250312499999999,0.42375,0.14250000000000002,0.72,0.42375,0.14250000000000002,0.72
admit,Jackson ran 10 miles-factH,0.44333333333333336,0.24105555555555555,0.6489166666666666,0.6111111111111112,0.3888888888888889,0.8268333333333332,0.6111111111111112,0.3888888888888889,0.8268333333333332
admit,Jackson ran 10 miles-factL,0.545,0.28115625,0.7925624999999998,0.67125,0.45868749999999997,0.8250937499999998,0.67125,0.45868749999999997,0.8250937499999998
admit,Jayden rented a car-factH,0.7316666666666667,0.5916666666666667,0.8766666666666667,0.7016666666666667,0.47333333333333333,0.9183749999999999,0.7016666666666667,0.47333333333333333,0.9183749999999999
admit,Jayden rented a car-factL,0.4775,0.14250000000000002,0.75,0.3075,0.21499999999999997,0.4,0.3075,0.21499999999999997,0.4
admit,Jon walks to work-factH,0.42142857142857143,0.12564285714285717,0.6873571428571427,0.73,0.4585357142857143,0.9343214285714285,0.73,0.4585357142857143,0.9343214285714285
admit,Jon walks to work-factL,0.31857142857142856,0.1057142857142857,0.5300357142857143,0.5657142857142857,0.27571428571428575,0.8428928571428571,0.5657142857142857,0.27571428571428575,0.8428928571428571
admit,Josh learned to ride a bike yesterday-factH,0.65,0.5,0.782,0.804,0.624,0.958,0.804,0.624,0.958
admit,Josh learned to ride a bike yesterday-factL,0.36250000000000004,0.2,0.525,0.65,0.2975,0.935,0.65,0.2975,0.935
admit,Josie went on vacation to France-factH,0.5757142857142857,0.3028571428571428,0.8314285714285714,0.5928571428571429,0.2870714285714286,0.8814285714285715,0.5928571428571429,0.2870714285714286,0.8814285714285715
admit,Josie went on vacation to France-factL,0.9450000000000001,0.93,0.96,0.9199999999999999,0.85,0.99,0.9199999999999999,0.85,0.99
admit,Julian dances salsa-factH,0.6471428571428571,0.43139285714285713,0.85575,0.6371428571428571,0.37849999999999995,0.8557857142857143,0.6371428571428571,0.37849999999999995,0.8557857142857143
admit,Julian dances salsa-factL,0.4275,0.18743749999999998,0.6588749999999999,0.49375,0.2674375,0.7263125,0.49375,0.2674375,0.7263125
admit,Mary is pregnant-factH,0.87,0.75,0.99,0.5175000000000001,0.16000000000000003,0.8625,0.5175000000000001,0.16000000000000003,0.8625
admit,Mary is pregnant-factL,0.10333333333333333,0,0.22,0.05,0,0.12,0.05,0,0.12
admit,Mia drank 2 cocktails last night-factH,0.36333333333333334,0.02999999999999997,0.62,0.63,0.42,0.97,0.63,0.42,0.97
admit,Mia drank 2 cocktails last night-factL,0.34500000000000003,0.020000000000000018,0.67,0.995,0.99,1,0.995,0.99,1
admit,Olivia sleeps until noon-factH,0.5733333333333334,0.3048333333333334,0.8300000000000001,0.5433333333333333,0.23500000000000004,0.845,0.5433333333333333,0.23500000000000004,0.845
admit,Olivia sleeps until noon-factL,0.975,0.95,1,0.94,0.89,0.99,0.94,0.89,0.99
admit,Owen shoveled snow last winter-factH,0.54,0.35162499999999997,0.7233333333333334,0.5658333333333333,0.3233125,0.7891875,0.5658333333333333,0.3233125,0.7891875
admit,Owen shoveled snow last winter-factL,0.52,0.2197,0.81,0.51,0.20800000000000002,0.842,0.51,0.20800000000000002,0.842
admit,Sophia got a tattoo-factH,0.7166666666666667,0.16000000000000003,0.9966666666666667,0.49333333333333335,0,0.97,0.49333333333333335,0,0.97
admit,Sophia got a tattoo-factL,0.4557142857142857,0.23139285714285712,0.6801071428571427,0.6571428571428571,0.4142857142857143,0.8771785714285714,0.6571428571428571,0.4142857142857143,0.8771785714285714
admit,Tony had a drink last night-factH,0.2033333333333333,0.024999999999999994,0.53,0.5716666666666667,0.245,0.8966666666666666,0.5716666666666667,0.245,0.8966666666666666
admit,Tony had a drink last night-factL,0.43,0.10590000000000005,0.806,0.666,0.29200000000000004,0.982,0.666,0.29200000000000004,0.982
admit,Zoe calculated the tip-factH,0.255,0,0.51,0.485,0,0.97,0.485,0,0.97
admit,Zoe calculated the tip-factL,0.577,0.329975,0.8250749999999999,0.705,0.46392500000000003,0.916025,0.705,0.46392500000000003,0.916025
announce,Charley speaks Spanish-factH,0.6285714285714286,0.3699642857142857,0.8500357142857142,0.49000000000000005,0.25425,0.7300714285714285,0.49000000000000005,0.25425,0.7300714285714285
announce,Charley speaks Spanish-factL,0.25875,0.09121875000000002,0.5013124999999999,0.695,0.482375,0.89,0.695,0.482375,0.89
announce,Danny ate the last cupcake-factH,0.36,0.13282142857142856,0.61,0.3685714285714286,0.11000000000000004,0.664392857142857,0.3685714285714286,0.11000000000000004,0.664392857142857
announce,Danny ate the last cupcake-factL,0.29000000000000004,0.13142857142857142,0.4942857142857143,0.5928571428571429,0.3513928571428571,0.8328571428571429,0.5928571428571429,0.3513928571428571,0.8328571428571429
announce,Emily bought a car yesterday-factH,0.5666666666666667,0.2630833333333334,0.8616666666666667,0.72,0.44,0.9133333333333333,0.72,0.44,0.9133333333333333
announce,Emily bought a car yesterday-factL,0.5833333333333334,0.2866666666666666,0.845,0.5683333333333334,0.24333333333333335,0.8683333333333333,0.5683333333333334,0.24333333333333335,0.8683333333333333
announce,Emma studied on Saturday morning-factH,0.3425,0.010000000000000009,0.755,0.5875,0.2,0.975,0.5875,0.2,0.975
announce,Emma studied on Saturday morning-factL,0.33285714285714285,0.15857142857142859,0.5414285714285714,0.6728571428571428,0.3999285714285714,0.9071785714285714,0.6728571428571428,0.3999285714285714,0.9071785714285714
announce,Frank got a cat-factH,0.69,0.306,0.976,0.596,0.21000000000000002,0.982,0.596,0.21000000000000002,0.982
announce,Frank got a cat-factL,0.32571428571428573,0.11703571428571427,0.5657142857142857,0.5657142857142857,0.2557142857142857,0.8258214285714285,0.5657142857142857,0.2557142857142857,0.8258214285714285
announce,Grace visited her sister-factH,0.61,0.4742142857142857,0.74,0.5285714285714286,0.2898928571428571,0.7828571428571428,0.5285714285714286,0.2898928571428571,0.7828571428571428
announce,Grace visited her sister-factL,0.486,0.27890000000000004,0.6870999999999998,0.598,0.3579,0.848,0.598,0.3579,0.848
announce,Isabella ate a steak on Sunday-factH,0.3485714285714286,0.07857142857142857,0.6873214285714284,0.8542857142857143,0.6228571428571428,0.99,0.8542857142857143,0.6228571428571428,0.99
announce,Isabella ate a steak on Sunday-factL,0.32499999999999996,0.1175,0.475,0.7125,0.495,0.9299999999999999,0.7125,0.495,0.9299999999999999
announce,Jackson ran 10 miles-factH,0.4975,0.24865625,0.7612812499999999,0.46875,0.13125000000000003,0.775125,0.46875,0.13125000000000003,0.775125
announce,Jackson ran 10 miles-factL,0.364,0.196,0.5361999999999998,0.37,0.12799999999999997,0.6643499999999998,0.37,0.12799999999999997,0.6643499999999998
announce,Jayden rented a car-factH,0.472,0.33995000000000003,0.606,0.594,0.376,0.798,0.594,0.376,0.798
announce,Jayden rented a car-factL,0.305,0.034999999999999976,0.7875,0.4475,0,0.895,0.4475,0,0.895
announce,Jon walks to work-factH,0.302,0.094,0.51,0.476,0.21999999999999997,0.768,0.476,0.21999999999999997,0.768
announce,Jon walks to work-factL,0.2733333333333333,0.09333333333333332,0.4683333333333333,0.575,0.30333333333333334,0.835,0.575,0.30333333333333334,0.835
announce,Josh learned to ride a bike yesterday-factH,0.607,0.38385,0.8240249999999999,0.771,0.5848999999999999,0.9380249999999999,0.771,0.5848999999999999,0.9380249999999999
announce,Josh learned to ride a bike yesterday-factL,0.4907692307692308,0.28759615384615383,0.6754038461538461,0.7069230769230769,0.5268269230769231,0.862326923076923,0.7069230769230769,0.5268269230769231,0.862326923076923
announce,Josie went on vacation to France-factH,0.39,0,0.78,0.31,0,0.62,0.31,0,0.62
announce,Josie went on vacation to France-factL,0.1457142857142857,0.04285714285714286,0.26160714285714276,0.6285714285714286,0.3856428571428572,0.85575,0.6285714285714286,0.3856428571428572,0.85575
announce,Julian dances salsa-factH,0.37,0.15,0.59,0.855,0.74,0.97,0.855,0.74,0.97
announce,Julian dances salsa-factL,0.36625,0.1511875,0.6137812500000001,0.5175000000000001,0.2874062500000001,0.7501249999999999,0.5175000000000001,0.2874062500000001,0.7501249999999999
announce,Mary is pregnant-factH,0.8975,0.85,0.94125,0.79875,0.6012187499999999,0.95375,0.79875,0.6012187499999999,0.95375
announce,Mary is pregnant-factL,0.446,0.194,0.72,0.904,0.732,0.998,0.904,0.732,0.998
announce,Mia drank 2 cocktails last night-factH,0.6357142857142857,0.45714285714285713,0.7871607142857142,0.7042857142857143,0.5342321428571428,0.8593035714285714,0.7042857142857143,0.5342321428571428,0.8593035714285714
announce,Mia drank 2 cocktails last night-factL,0.29,0.12,0.45999999999999996,0.5466666666666666,0.33333333333333337,0.778375,0.5466666666666666,0.33333333333333337,0.778375
announce,Olivia sleeps until noon-factH,0.26,0.01999999999999999,0.7324999999999999,0.7025,0.24706250000000002,0.9650000000000001,0.7025,0.24706250000000002,0.9650000000000001
announce,Olivia sleeps until noon-factL,0.5425,0.31371875000000005,0.78625,0.61625,0.41618750000000004,0.8075,0.61625,0.41618750000000004,0.8075
announce,Owen shoveled snow last winter-factH,0.6174999999999999,0.435,0.755,0.7625,0.545,0.98,0.7625,0.545,0.98
announce,Owen shoveled snow last winter-factL,0.30874999999999997,0.1225,0.52875,0.575,0.30240625,0.8038124999999999,0.575,0.30240625,0.8038124999999999
announce,Sophia got a tattoo-factH,0.6779999999999999,0.352,0.9259999999999999,0.72,0.5319999999999999,0.9,0.72,0.5319999999999999,0.9
announce,Sophia got a tattoo-factL,0.675,0.54,0.81,0.685,0.55,0.8200000000000001,0.685,0.55,0.8200000000000001
announce,Tony had a drink last night-factH,0.362,0.14995,0.596,0.374,0.22,0.5160999999999999,0.374,0.22,0.5160999999999999
announce,Tony had a drink last night-factL,0.33545454545454545,0.20815909090909093,0.4854772727272727,0.7454545454545455,0.5972045454545455,0.89275,0.7454545454545455,0.5972045454545455,0.89275
announce,Zoe calculated the tip-factH,0.33799999999999997,0.134,0.5489999999999992,0.584,0.326,0.862,0.584,0.326,0.862
announce,Zoe calculated the tip-factL,0.55,0.26829166666666665,0.8016666666666666,0.475,0.18666666666666665,0.7567499999999999,0.475,0.18666666666666665,0.7567499999999999
be annoyed,Charley speaks Spanish-factH,0.88375,0.70246875,0.9875,0.82375,0.5849687499999999,0.9875,0.82375,0.5849687499999999,0.9875
be annoyed,Charley speaks Spanish-factL,0.803,0.685975,0.899025,0.9339999999999999,0.853975,0.993,0.9339999999999999,0.853975,0.993
be annoyed,Danny ate the last cupcake-factH,0.8707692307692307,0.706903846153846,0.9700384615384615,0.8238461538461539,0.6228846153846155,0.9792500000000001,0.8238461538461539,0.6228846153846155,0.9792500000000001
be annoyed,Danny ate the last cupcake-factL,0.7757142857142857,0.5071428571428571,0.9657142857142857,0.8028571428571428,0.6371071428571429,0.9457142857142857,0.8028571428571428,0.6371071428571429,0.9457142857142857
be annoyed,Emily bought a car yesterday-factH,0.9450000000000001,0.92,0.97,0.9550000000000001,0.91,1,0.9550000000000001,0.91,1
be annoyed,Emily bought a car yesterday-factL,0.91,0.8585714285714287,0.9571428571428572,0.8885714285714286,0.8042857142857143,0.9614285714285714,0.8885714285714286,0.8042857142857143,0.9614285714285714
be annoyed,Emma studied on Saturday morning-factH,0.905,0.84,0.965,0.8666666666666667,0.7766666666666666,0.9533333333333334,0.8666666666666667,0.7766666666666666,0.9533333333333334
be annoyed,Emma studied on Saturday morning-factL,0.7725,0.5325,0.95875,0.9125,0.7525,0.9975,0.9125,0.7525,0.9975
be annoyed,Frank got a cat-factH,0.952,0.878,0.998,0.956,0.872,1,0.956,0.872,1
be annoyed,Frank got a cat-factL,0.7185714285714285,0.4285,0.9857142857142857,0.9514285714285714,0.9071428571428571,0.9914285714285714,0.9514285714285714,0.9071428571428571,0.9914285714285714
be annoyed,Grace visited her sister-factH,0.8628571428571429,0.7171071428571428,0.9628928571428571,0.96,0.9171428571428571,0.99,0.96,0.9171428571428571,0.99
be annoyed,Grace visited her sister-factL,0.97,0.9420000000000001,0.9921,0.962,0.912,0.998,0.962,0.912,0.998
be annoyed,Isabella ate a steak on Sunday-factH,0.94,0.83,1,0.98,0.94,1,0.98,0.94,1
be annoyed,Isabella ate a steak on Sunday-factL,0.9342857142857143,0.8742500000000001,0.9785714285714285,0.9771428571428571,0.96425,0.99,0.9771428571428571,0.96425,0.99
be annoyed,Jackson ran 10 miles-factH,0.97,0.91,1,0.99,0.97,1,0.99,0.97,1
be annoyed,Jackson ran 10 miles-factL,0.8059999999999999,0.634,0.9460999999999998,0.942,0.838,1,0.942,0.838,1
be annoyed,Jayden rented a car-factH,0.877,0.7779750000000001,0.953,0.9319999999999999,0.89,0.9680249999999999,0.9319999999999999,0.89,0.9680249999999999
be annoyed,Jayden rented a car-factL,0.71,0.346,0.9279999999999999,0.98,0.964,0.996,0.98,0.964,0.996
be annoyed,Jon walks to work-factH,0.8233333333333334,0.5983333333333334,0.9866666666666667,0.8566666666666667,0.5766666666666667,1,0.8566666666666667,0.5766666666666667,1
be annoyed,Jon walks to work-factL,0.7616666666666667,0.6083333333333334,0.915,0.8583333333333333,0.756625,0.9583333333333333,0.8583333333333333,0.756625,0.9583333333333333
be annoyed,Josh learned to ride a bike yesterday-factH,0.7166666666666667,0.40325,0.9333333333333333,0.9333333333333333,0.8483333333333333,1,0.9333333333333333,0.8483333333333333,1
be annoyed,Josh learned to ride a bike yesterday-factL,0.655,0.24812500000000004,0.9566666666666667,0.8583333333333334,0.7333333333333334,0.9550416666666666,0.8583333333333334,0.7333333333333334,0.9550416666666666
be annoyed,Josie went on vacation to France-factH,0.868,0.694,0.992,0.802,0.534,0.986,0.802,0.534,0.986
be annoyed,Josie went on vacation to France-factL,0.67,0.3767142857142857,0.9171428571428571,0.9214285714285715,0.86,0.9728928571428572,0.9214285714285715,0.86,0.9728928571428572
be annoyed,Julian dances salsa-factH,0.858,0.64,0.992,0.814,0.5559999999999999,0.992,0.814,0.5559999999999999,0.992
be annoyed,Julian dances salsa-factL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
be annoyed,Mary is pregnant-factH,0.9185714285714286,0.8628571428571429,0.9642857142857143,0.94,0.8985357142857143,0.9771428571428571,0.94,0.8985357142857143,0.9771428571428571
be annoyed,Mary is pregnant-factL,0.844,0.6839999999999999,0.99,0.954,0.902,0.996,0.954,0.902,0.996
be annoyed,Mia drank 2 cocktails last night-factH,0.9183333333333333,0.8466666666666667,0.9783333333333333,0.845,0.65325,0.9833333333333333,0.845,0.65325,0.9833333333333333
be annoyed,Mia drank 2 cocktails last night-factL,0.954,0.88,1,0.952,0.86195,1,0.952,0.86195,1
be annoyed,Olivia sleeps until noon-factH,0.8042857142857143,0.6457142857142857,0.9271428571428572,0.9471428571428572,0.8756785714285713,0.9914285714285714,0.9471428571428572,0.8756785714285713,0.9914285714285714
be annoyed,Olivia sleeps until noon-factL,0.8842857142857142,0.7842857142857143,0.9628571428571429,0.9014285714285715,0.8285714285714285,0.9614285714285714,0.9014285714285715,0.8285714285714285,0.9614285714285714
be annoyed,Owen shoveled snow last winter-factH,0.9322222222222222,0.8699722222222223,0.9800277777777777,0.9566666666666667,0.9311111111111111,0.9800277777777777,0.9566666666666667,0.9311111111111111,0.9800277777777777
be annoyed,Owen shoveled snow last winter-factL,0.6842857142857143,0.4757142857142857,0.8521607142857142,0.8192857142857143,0.664982142857143,0.9435892857142858,0.8192857142857143,0.664982142857143,0.9435892857142858
be annoyed,Sophia got a tattoo-factH,0.8825000000000001,0.73,0.985,0.9175,0.86,0.975,0.9175,0.86,0.975
be annoyed,Sophia got a tattoo-factL,0.9924999999999999,0.985,1,0.9325,0.8049999999999999,1,0.9325,0.8049999999999999,1
be annoyed,Tony had a drink last night-factH,0.8409090909090909,0.7281363636363636,0.931840909090909,0.7654545454545455,0.5599772727272727,0.93,0.7654545454545455,0.5599772727272727,0.93
be annoyed,Tony had a drink last night-factL,0.7542857142857142,0.48,0.9614285714285714,0.77,0.4942857142857143,0.9842857142857143,0.77,0.4942857142857143,0.9842857142857143
be annoyed,Zoe calculated the tip-factH,0.9325,0.8225,0.995,0.8325,0.6174999999999999,1,0.8325,0.6174999999999999,1
be annoyed,Zoe calculated the tip-factL,0.6485714285714286,0.3314285714285714,0.9228571428571428,0.8957142857142857,0.7971428571428572,0.9857142857142857,0.8957142857142857,0.7971428571428572,0.9857142857142857
be right,Charley speaks Spanish-factH,0.12625,0.03,0.2325,0.21000000000000002,0.04375000000000001,0.44878124999999996,0.21000000000000002,0.04375000000000001,0.44878124999999996
be right,Charley speaks Spanish-factL,0.0775,0.01625,0.15378124999999995,0.325,0.07621875000000006,0.6312812499999999,0.325,0.07621875000000006,0.6312812499999999
be right,Danny ate the last cupcake-factH,0.121,0.023974999999999996,0.25207499999999994,0.20000000000000004,0.059000000000000025,0.40607499999999996,0.20000000000000004,0.059000000000000025,0.40607499999999996
be right,Danny ate the last cupcake-factL,0.183,0.078,0.316025,0.077,0.026000000000000002,0.13699999999999998,0.077,0.026000000000000002,0.13699999999999998
be right,Emily bought a car yesterday-factH,0.193,0.073,0.318,0.19699999999999998,0.06797499999999998,0.38,0.19699999999999998,0.06797499999999998,0.38
be right,Emily bought a car yesterday-factL,0.04777777777777778,0.003333333333333334,0.09333333333333334,0.03555555555555557,0.01333333333333334,0.07111111111111114,0.03555555555555557,0.01333333333333334,0.07111111111111114
be right,Emma studied on Saturday morning-factH,0.15,0.057999999999999996,0.25,0.11600000000000003,0.058000000000000024,0.16800000000000004,0.11600000000000003,0.058000000000000024,0.16800000000000004
be right,Emma studied on Saturday morning-factL,0.37333333333333335,0.13,0.5,0.07000000000000002,0.02000000000000001,0.16000000000000003,0.07000000000000002,0.02000000000000001,0.16000000000000003
be right,Frank got a cat-factH,0.1,0.011999999999999997,0.2,0.23600000000000004,0.02200000000000002,0.612,0.23600000000000004,0.02200000000000002,0.612
be right,Frank got a cat-factL,0.275,0.08500000000000002,0.5716666666666667,0.22333333333333336,0.04495833333333335,0.4766666666666668,0.22333333333333336,0.04495833333333335,0.4766666666666668
be right,Grace visited her sister-factH,0.08285714285714287,0.008571428571428577,0.19857142857142857,0.11,0.039999999999999994,0.18285714285714286,0.11,0.039999999999999994,0.18285714285714286
be right,Grace visited her sister-factL,0.192,0.045999999999999985,0.33604999999999996,0.094,0.01200000000000001,0.21000000000000002,0.094,0.01200000000000001,0.21000000000000002
be right,Isabella ate a steak on Sunday-factH,0.3875,0.1625,0.71,0.1575,0.010000000000000009,0.38,0.1575,0.010000000000000009,0.38
be right,Isabella ate a steak on Sunday-factL,0.15375000000000003,0.027468750000000014,0.34006249999999993,0.31,0.10371875000000003,0.5625937499999999,0.31,0.10371875000000003,0.5625937499999999
be right,Jackson ran 10 miles-factH,0.4775,0.32160416666666664,0.6401249999999998,0.27166666666666667,0.11249999999999999,0.4500416666666666,0.27166666666666667,0.11249999999999999,0.4500416666666666
be right,Jackson ran 10 miles-factL,0.112,0.03,0.214,0.004000000000000002,0,0.012000000000000007,0.004000000000000002,0,0.012000000000000007
